ID	N1	N2	N3	CA4	CA5	CA6	N7	N8	N9	N10	CA11	CA12	CA13	CA14
NM_001177634	280	299	741	290	454	350	1075	705	1570	461	1982	3272	3177	9532
NM_001177635	279	299	740	288	454	350	1064	699	1545	458	1962	3242	3137	9375
NM_001177636	280	299	741	290	454	351	1076	703	1570	461	1984	3284	3174	9516
NM_001177637	280	299	741	290	454	351	1073	701	1563	461	1983	3280	3160	9501
NM_001177638	281	300	742	290	454	353	1074	703	1560	461	1986	3272	3160	9506
NM_001177639	279	299	740	288	454	350	1064	698	1545	458	1961	3242	3134	9360
NM_001177640	280	299	741	290	454	350	1072	702	1558	460	1980	3268	3157	9505
NM_001177641	281	300	742	290	454	353	1074	703	1560	461	1986	3272	3160	9506
NM_001177642	280	299	741	290	454	350	1072	702	1558	460	1980	3268	3157	9505
NM_001177643	280	299	740	288	454	350	1064	698	1544	457	1956	3237	3131	9326
NM_001177644	280	299	741	290	454	350	1075	701	1562	460	1980	3270	3159	9505
NM_001177651	71	126	352	131	6	93	302	230	574	152	572	665	1278	1081
NM_001177660	117	95	131	10	0	0	98	69	145	105	94	4	0	69
NM_001177663	211	396	1376	487	6	309	2091	1499	4188	909	2744	2189	4035	8390
NM_001177664	210	395	1375	486	6	309	2082	1495	4164	901	2729	2165	4013	8366
NM_001177665	210	395	1378	487	9	309	2121	1513	4229	915	2778	2267	4119	8506
NM_001177676	77	67	142	704	196	147	159	80	111	56	79	1106	543	418
NM_001177693	103	113	182	143	53	45	268	219	765	215	444	925	353	1488
NM_001177701	189	141	328	104	74	63	171	152	312	66	280	127	147	470
NM_001177704	27	13	79	2	1	6	95	28	138	12	52	29	9	101
NM_001177711	165	132	531	67	4	153	858	573	1038	145	544	175	137	873
NM_001177712	34	19	32	31	1	118	254	186	297	17	151	78	27	305
NM_001177716	96	63	259	198	75	96	252	165	510	125	473	671	461	850
NM_001177718	96	63	259	198	79	96	252	165	511	125	476	676	461	854
NM_001177801	312	275	483	144	212	111	163	124	1363	40	304	121	204	346
NM_001177802	324	288	492	151	212	121	167	127	1377	42	305	127	204	350
NM_001177842	1101	1349	2501	599	157	188	3064	2935	2895	823	3805	1730	1839	6860
NM_001177875	8	0	52	11	0	37	60	14	52	4	66	26	4	599
NM_001177876	8	0	45	9	0	34	47	11	47	4	60	26	2	461
NM_001177963	128	201	562	270	16	203	235	208	662	116	383	344	260	893
NM_001177984	5	8	15	5	2	11	23	20	32	18	48	126	57	70
NM_001177996	150	105	207	191	291	258	128	86	254	58	132	292	183	433
NM_001177997	150	105	207	191	291	258	127	86	253	58	132	291	183	431
NM_001177998	4253	2636	9140	210	9	5	8666	3765	4874	915	1127	0	0	2063
NM_001177999	4253	2636	9142	210	9	5	8588	3721	4819	915	1116	0	0	2045
NM_001178	107	80	219	87	9	85	167	415	204	149	221	665	238	604
NM_001178000	14	28	63	16	2	0	329	230	669	150	310	389	409	750
NM_001178002	6	86	16	13	3	11	24	28	49	0	99	45	10	31
NM_001178003	92	88	156	40	1	15	99	108	298	25	81	80	25	625
NM_001178004	225	226	432	89	20	87	581	356	1646	219	581	292	260	953
NM_001178005	50	31	73	15	5	8	46	49	158	4	38	15	35	765
NM_001178006	11420	14346	18212	1022	11	138	2025	1570	6466	1784	445	223	94	782
NM_001178007	85	61	240	39	6	32	129	115	308	50	128	48	128	174
NM_001178008	128	109	139	123	38	153	88	62	200	18	181	483	354	2485
NM_001178009	94	82	111	83	36	110	85	58	180	17	172	438	326	2332
NM_001178010	6	29	23	207	51	25	9	10	9	21	301	481	224	713
NM_001178011	4	27	16	173	50	20	9	10	8	20	286	459	214	671
NM_001178014	154	215	374	255	75	80	585	561	1506	329	987	1721	666	1881
NM_001178017	1389	2047	4733	4531	296	1870	441	344	893	619	1299	634	1428	1280
NM_001178029	353	307	503	476	488	344	385	206	840	179	619	990	454	1814
NM_001178030	802	657	1862	921	664	1260	1268	649	1416	388	1465	1887	1483	3411
NM_001178031	845	687	1963	983	804	1330	1272	647	1379	400	1468	1920	1506	3444
NM_001178032	44	46	98	12	2	1	70	37	133	16	43	32	6	91
NM_001178033	33	44	90	10	0	1	68	35	122	16	43	29	6	80
NM_001178035	117	151	583	90	0	110	643	478	1012	258	417	198	185	1027
NM_001178040	418	489	1087	474	28	209	562	431	1166	329	879	802	619	1959
NM_001178041	1614	2438	5404	5494	356	2168	500	395	1021	697	1482	714	1612	1480
NM_001178042	1617	2446	5413	5507	360	2171	499	396	1021	700	1482	715	1617	1485
NM_001178043	1613	2438	5401	5496	364	2166	499	395	1019	697	1479	712	1609	1477
NM_001178044	495	534	761	57	11	27	1931	1340	3255	815	1111	14	348	1399
NM_001178045	515	554	822	58	11	27	2006	1397	3371	824	1163	14	351	1457
NM_001178046	196	442	504	353	111	353	502	469	850	279	3108	10194	12336	13020
NM_001178055	172	270	869	88	3	129	869	618	1466	444	442	522	801	1516
NM_001178056	167	246	779	82	4	125	846	610	1418	430	422	491	761	1459
NM_001178057	40	61	49	23	87	17	76	69	241	23	148	204	109	322
NM_001178061	39	29	55	28	61	70	59	20	84	14	29	110	70	93
NM_001178062	39	28	55	28	61	70	58	17	83	13	29	109	66	91
NM_001178063	165	208	178	54	66	86	305	393	694	84	412	350	1616	4273
NM_001178064	144	136	351	202	756	397	252	168	287	78	576	422	162	1037
NM_001178074	27	21	103	46	0	5	77	42	127	53	97	283	51	89
NM_001178075	103	90	330	97	13	171	196	155	223	31	362	190	838	1371
NM_001178076	99	84	293	94	13	164	179	137	210	29	326	164	734	1196
NM_001178077	98	84	291	94	12	164	176	136	209	29	325	163	716	1171
NM_001178078	1206	1094	2461	1087	329	1159	2119	1006	2732	733	2121	5175	2645	4503
NM_001178079	1155	1054	2306	1014	311	1113	2095	988	2680	723	2071	5074	2623	4434
NM_001178080	1191	1065	2421	1069	311	1159	2050	982	2651	707	2030	4987	2590	4382
NM_001178081	1177	1054	2390	1058	311	1152	1970	943	2556	685	1945	4872	2514	4257
NM_001178083	444	445	871	364	77	543	1420	1097	2078	354	1926	2082	1890	5615
NM_001178084	268	239	961	274	25	195	1525	1168	2604	758	2213	2313	2151	6545
NM_001178085	271	243	965	277	25	201	1536	1183	2626	772	2232	2345	2183	6655
NM_001178086	246	222	911	250	25	192	1267	1000	2166	644	1788	1817	1757	5411
NM_001178087	56	75	179	50	26	35	54	22	145	35	69	43	51	138
NM_001178087	51	68	152	48	20	45	54	22	145	35	69	43	51	138
NM_001178088	144	157	436	302	29	171	484	368	726	225	638	1381	766	2962
NM_001178089	17	20	67	0	0	0	57	38	87	13	39	27	0	86
NM_001178090	17	20	67	0	0	0	57	38	86	13	37	27	0	83
NM_001178091	95	105	485	107	18	51	423	291	762	331	980	603	448	7717
NM_001178092	95	105	484	107	18	51	419	289	758	331	967	595	443	7596
NM_001178093	95	106	483	108	16	51	425	295	768	332	998	603	453	7765
NM_001178094	96	106	485	108	19	51	425	297	770	334	1009	603	461	7798
NM_001178095	268	239	961	274	25	195	1530	1170	2611	758	2217	2314	2154	6551
NM_001178096	124	348	658	2018	173	791	311	269	380	771	1355	674	694	3836
NM_001178097	4	12	7	5	0	0	64	44	94	41	30	6	33	127
NM_001178098	17	22	178	4	5	0	176	55	21	19	12	0	7	212
NM_001178099	107	104	312	69	6	109	169	96	309	41	130	125	125	404
NM_001178100	88	207	141	6	12	6	168	172	495	30	300	12	89	65
NM_001178101	246	285	1198	182	18	223	757	468	1298	266	610	553	659	1511
NM_001178102	152	129	607	267	9	77	331	309	676	198	565	2638	1256	1217
NM_001178106	521	749	788	474	251	632	1024	1361	2193	1795	6827	7647	10197	1483
NM_001178107	519	735	785	466	239	632	1015	1331	2153	1744	6700	7401	9940	1466
NM_001178108	519	745	786	471	251	632	1017	1354	2183	1783	6813	7619	10159	1480
NM_001178109	517	731	783	463	239	632	1007	1324	2143	1731	6682	7370	9898	1462
NM_001178110	516	727	778	463	224	632	1000	1295	2131	1700	6585	7158	9699	1449
NM_001178111	139	77	219	28	74	25	155	158	181	47	73	268	297	866
NM_001178112	139	77	219	28	74	25	155	158	181	47	73	264	298	867
NM_001178113	495	689	756	442	179	627	930	1204	1892	1485	5895	6211	8469	1368
NM_001178115	461	647	701	405	118	609	806	925	1643	1272	4753	4519	6364	1131
NM_001178116	618	594	2359	1254	74	557	1334	941	1976	805	2225	2931	2565	3750
NM_001178117	82	87	300	48	74	10	237	170	406	64	221	173	240	609
NM_001178118	77	98	315	59	0	13	217	168	352	66	176	124	209	545
NM_001178119	619	596	2359	1267	76	557	1337	961	1992	809	2276	3066	2640	3838
NM_001178120	618	594	2359	1254	74	557	1330	938	1964	801	2218	2921	2550	3737
NM_001178121	618	594	2356	1254	74	557	1330	938	1963	801	2216	2917	2550	3737
NM_001178122	599	570	2312	1220	68	550	1268	902	1846	787	2125	2808	2489	3540
NM_001178123	598	568	2312	1207	66	550	1261	879	1818	779	2067	2663	2399	3439
NM_001178124	598	568	2309	1207	66	550	1261	879	1817	779	2065	2659	2399	3439
NM_001178125	570	530	2213	1129	62	549	1129	809	1673	708	1877	2417	2179	3097
NM_001178126	27787	14636	71208	4150	11388	292	21487	29703	15395	2636	6559	1612	1068	70093
NM_001178129	25	115	231	0	0	5	119	89	641	68	56	0	0	20
NM_001178130	6	6	9	2	0	5	11	4	6	16	8	2	134	236
NM_001178131	6	6	9	2	0	5	10	4	6	16	8	2	124	230
NM_001178133	22	17	66	15	18	4	24	21	110	11	28	113	68	65
NM_001178134	194	120	731	30	10	2	442	118	584	47	177	134	17	588
NM_001178135	33	26	61	20	50	12	57	34	81	10	44	70	25	195
NM_001178136	195	237	439	257	73	202	198	128	295	89	240	179	163	755
NM_001178137	41	45	182	19	15	22	124	100	269	94	184	232	289	255
NM_001178138	283	342	779	343	88	294	1019	667	2080	340	1177	2703	1286	2789
NM_001178139	283	342	779	343	88	294	1018	667	2079	339	1176	2703	1284	2787
NM_001178140	269	324	701	315	52	295	939	621	1891	323	1061	2540	1105	2621
NM_001178141	251	315	698	296	52	291	934	625	1897	318	1055	2527	1082	2619
NM_001178142	241	301	648	274	52	290	885	599	1813	310	974	2437	987	2519
NM_001178147	464	764	328	165	14	3	186	159	1098	132	1181	90	2	187
NM_001182	641	489	1433	70	20	16	282	206	781	169	393	698	16	891
NM_001183	760	715	1564	707	1816	1460	1088	831	1400	518	1656	1723	2305	3615
NM_001184	197	259	611	192	10	122	1187	917	2180	487	1574	2260	1651	4028
NM_001184690	155	117	428	937	10	753	161	220	575	141	616	1118	1470	3643
NM_001184691	155	117	428	937	10	753	161	220	578	141	617	1117	1465	3625
NM_001184692	155	117	423	933	9	752	158	211	554	136	589	1089	1435	3527
NM_001184693	155	117	423	933	9	752	158	211	557	136	590	1089	1436	3535
NM_001184699	522	595	708	109	1021	128	392	431	773	176	1439	805	40	2152
NM_001184700	355	428	920	379	75	105	919	611	1672	337	1617	511	784	3755
NM_001184701	368	460	885	378	75	106	972	674	1742	341	1666	551	827	3961
NM_001184702	130	108	141	25	0	82	65	78	151	13	66	47	27	213
NM_001184703	129	104	130	25	0	79	65	70	143	12	66	44	23	197
NM_001184704	129	102	130	25	0	79	64	69	131	11	60	44	23	187
NM_001184705	250	354	584	315	32	263	362	289	717	232	579	222	495	798
NM_001184714	75	83	335	26	0	15	196	139	141	67	61	69	111	426
NM_001184715	73	83	325	26	0	15	184	127	131	62	56	64	106	406
NM_001184716	69	79	307	24	0	15	168	109	115	56	55	63	96	370
NM_001184717	115	208	438	482	17	147	504	357	1325	403	1649	2649	1137	1543
NM_001184718	115	208	438	481	17	147	503	357	1319	403	1634	2602	1134	1532
NM_001184720	384	348	860	281	52	239	294	220	573	108	432	679	485	846
NM_001184721	355	302	809	257	52	234	262	198	499	90	384	601	429	751
NM_001184722	682	466	1099	1482	749	2022	2230	1473	3138	1219	5036	7379	3946	7869
NM_001184723	110	174	251	38	1	7	186	126	370	83	267	80	28	232
NM_001184726	358	326	455	89	164	104	595	503	1590	181	754	461	823	2226
NM_001184727	264	191	568	30	1	70	445	378	1016	100	357	174	139	427
NM_001184728	423	463	1037	544	181	746	1050	862	1859	303	1676	1589	1773	3352
NM_001184729	409	467	1013	524	176	744	1034	831	1816	300	1656	1554	1716	3332
NM_001184730	405	439	1004	518	181	731	993	819	1753	283	1591	1492	1661	3143
NM_001184734	30	42	63	5	3	9	30	43	62	12	36	56	16	123
NM_001184735	13	14	23	3	1	2	24	26	21	8	24	32	8	67
NM_001184740	715	749	1688	828	661	1177	1928	1639	3017	954	3708	6297	2376	5783
NM_001184741	3513	2056	4255	127	1	7	1345	250	853	1516	44	0	1	1177
NM_001184742	196	240	980	252	2	234	831	601	1352	489	1154	834	2138	2216
NM_001184743	51	42	111	20	1	9	57	43	141	24	60	89	100	203
NM_001184744	130	104	233	12	37	34	104	61	214	27	125	90	5	65
NM_001184745	17	21	38	6	7	30	36	33	57	14	60	60	23	59
NM_001184746	76	75	290	51	67	29	315	251	580	171	493	410	506	897
NM_001184747	76	74	289	51	67	27	315	251	580	170	491	410	506	896
NM_001184748	77	73	289	51	67	32	307	240	561	161	473	388	482	861
NM_001184749	64	270	207	6	0	0	160	327	962	96	495	4	1	31
NM_001184750	64	271	206	6	0	0	160	323	959	94	497	4	1	31
NM_001184751	64	46	97	50	276	145	93	51	133	31	94	236	97	247
NM_001184760	1631	1509	3452	873	1408	1049	1432	1125	2557	587	2160	2446	1739	3919
NM_001184761	1630	1509	3452	873	1408	1049	1407	1105	2531	587	2132	2420	1726	3876
NM_001184762	1320	1205	2880	717	1400	970	1208	910	2081	461	1774	1962	1419	3180
NM_001184763	558	698	2638	1241	27	612	3012	2275	4792	1559	4145	3941	28684	10618
NM_001184765	78	136	460	128	50	303	409	372	976	203	641	282	692	1562
NM_001184766	78	136	458	128	50	303	409	369	972	202	640	282	687	1560
NM_001184768	411	335	527	161	103	38	274	263	515	73	415	377	826	331
NM_001184779	18	19	12	4	1	2	8	14	38	13	9	28	2	7
NM_001184780	17	17	11	4	1	8	8	21	38	12	32	28	26	6
NM_001184781	546	511	1013	681	1040	421	1256	839	1494	411	1488	3574	2257	3582
NM_001184782	17	16	66	52	0	0	76	32	123	14	86	10	102	96
NM_001184783	732	637	1573	833	283	974	476	372	899	412	1258	1404	740	1210
NM_001184785	334	294	1034	759	72	564	799	557	1597	612	1780	3370	2143	3091
NM_001184786	334	294	1034	759	72	564	791	553	1563	612	1771	3360	2135	3064
NM_001184787	330	293	1002	752	72	553	792	545	1581	601	1771	3350	2128	3080
NM_001184788	325	287	1017	739	72	538	786	547	1550	591	1756	3336	2116	3008
NM_001184789	321	286	985	732	72	527	779	535	1532	580	1745	3316	2101	2993
NM_001184790	311	281	997	716	70	528	765	530	1493	572	1689	3176	2025	2892
NM_001184791	316	287	982	728	70	537	758	513	1482	568	1682	3157	2016	2874
NM_001184792	265	225	826	684	47	474	663	456	1340	549	1511	3084	2024	2790
NM_001184793	256	218	809	664	47	448	658	450	1327	528	1496	3060	2005	2730
NM_001184794	256	218	809	664	47	448	650	446	1293	528	1487	3050	1997	2707
NM_001184795	261	245	467	134	20	94	395	259	645	148	396	411	365	617
NM_001184796	333	346	650	675	194	299	1605	1132	1772	569	2696	4396	2153	6762
NM_001184797	56	69	140	48	5	27	131	117	364	69	163	82	297	260
NM_001184801	32	40	106	18	11	8	414	344	1048	212	493	564	612	1441
NM_001184808	468	318	624	155	184	225	475	515	867	132	722	666	412	1862
NM_001184813	130	110	314	123	2	269	118	110	191	203	254	151	880	767
NM_001184815	130	110	314	123	2	269	118	110	191	204	255	151	883	767
NM_001184816	130	110	314	123	2	269	116	110	190	203	254	151	880	765
NM_001184819	171	140	478	245	42	336	820	523	1132	333	1346	1606	891	2470
NM_001184823	720	623	1550	817	96	966	455	350	861	396	1194	1314	706	1142
NM_001184824	113	91	147	75	182	214	202	174	423	84	333	418	241	937
NM_001184830	108	83	139	86	10	64	106	68	297	79	164	670	689	1098
NM_001184831	99	75	127	82	8	63	92	54	268	66	135	568	586	970
NM_001184833	10	10	68	2	0	0	41	6	56	2	14	0	2	65
NM_001184834	10	10	66	2	0	0	40	6	55	2	13	0	2	64
NM_001184835	10	10	68	2	0	0	41	6	53	2	14	0	2	65
NM_001184836	10	10	68	2	0	0	41	6	55	2	14	0	2	65
NM_001184837	10	10	68	2	0	0	41	6	54	2	14	0	2	65
NM_001184854	119	92	184	100	224	154	110	103	236	29	137	196	196	516
NM_001184856	122	99	193	104	224	151	112	113	244	31	120	234	193	560
NM_001184866	59	23	369	5	0	0	236	42	46	24	12	4	4	253
NM_001184867	56	23	358	5	0	0	205	40	39	17	7	4	2	208
NM_001184870	55	21	347	5	0	0	181	40	33	16	7	4	2	181
NM_001184871	46	21	322	5	0	0	142	35	29	12	4	4	0	140
NM_001184872	55	21	347	5	0	0	181	40	33	16	7	4	2	181
NM_001184873	47	23	333	5	0	0	166	35	35	13	4	4	0	167
NM_001184874	189	112	297	40	6	19	287	229	753	120	259	274	342	561
NM_001184875	188	111	295	40	6	19	284	225	734	117	256	272	334	555
NM_001184876	189	112	297	40	6	19	286	232	751	121	259	274	341	559
NM_001184879	152	125	557	94	15	73	636	351	738	273	332	671	865	1906
NM_001184880	55	43	69	0	8	0	119	68	277	43	77	54	2	55
NM_001184881	152	124	555	94	15	73	619	348	721	270	323	655	859	1847
NM_001184882	146	114	527	86	15	71	589	318	686	256	323	636	818	1756
NM_001184883	190	158	308	609	792	1007	349	245	454	222	1002	3470	1505	1631
NM_001184888	451	527	1314	562	291	400	774	701	1083	387	1467	1029	1250	3306
NM_001184889	472	536	1378	579	296	401	813	753	1150	399	1558	1094	1302	3532
NM_001184891	190	155	265	285	222	403	314	228	480	136	742	903	1089	1145
NM_001184892	80	75	140	141	47	97	232	161	355	128	515	577	868	769
NM_001184896	194	135	413	131	28	195	522	248	670	191	559	613	555	1423
NM_001184897	169	113	371	119	42	181	471	225	655	158	494	539	470	1290
NM_001184898	67	38	154	43	5	16	355	138	490	145	377	337	387	957
NM_001184900	251	299	1041	117	5	138	589	492	900	324	409	356	289	1488
NM_001184901	243	289	989	111	5	129	587	476	898	316	398	361	277	1445
NM_001184902	279	316	1071	131	6	154	602	512	939	326	404	373	281	1572
NM_001184903	262	305	1036	112	5	148	579	489	892	319	394	352	274	1497
NM_001184904	53	57	192	38	0	41	64	68	87	35	37	26	23	249
NM_001184906	118	125	256	102	12	172	557	492	1188	287	545	897	511	1385
NM_001184917	174	191	216	186	1256	107	161	166	422	75	374	809	728	710
NM_001184935	62	33	52	4	11	6	37	23	136	21	84	6	9	24
NM_001184937	141	170	219	84	34	61	267	333	1326	211	708	258	606	528
NM_001184938	143	222	251	171	2	47	251	358	1002	211	593	242	795	504
NM_001184939	146	224	260	173	28	47	256	362	1036	213	608	251	809	519
NM_001184940	92	83	235	117	74	65	146	115	171	39	258	516	366	639
NM_001184941	92	83	235	117	74	65	146	115	171	39	257	516	366	639
NM_001184942	92	83	233	117	70	65	145	113	170	39	257	514	360	633
NM_001184943	91	83	235	115	74	65	145	114	170	39	255	514	364	634
NM_001184945	91	83	233	115	70	65	144	112	169	39	255	512	358	628
NM_001184960	214	231	768	100	100	110	433	193	571	150	301	271	158	1065
NM_001184961	142	207	313	81	11	0	217	138	573	48	235	60	8	96
NM_001184962	142	207	313	81	11	0	217	138	573	48	235	60	8	96
NM_001184965	108	158	460	196	20	103	401	308	648	276	941	630	1098	1220
NM_001184966	90	141	403	171	20	98	375	302	597	250	871	572	1003	1176
NM_001184967	772	590	1048	64	8	32	621	749	2841	324	1060	300	220	953
NM_001184968	20	16	29	0	4	0	53	41	186	18	90	20	8	87
NM_001184970	361	457	900	420	530	165	983	520	1236	329	1294	2250	1111	2629
NM_001184971	342	434	820	393	501	162	885	479	1135	301	1187	2041	1025	2376
NM_001184974	126	132	261	271	1282	675	184	91	239	86	428	1416	1198	1075
NM_001184975	125	133	251	266	1225	669	178	91	247	85	424	1390	1171	1078
NM_001184976	155	182	550	96	23	100	1225	574	912	345	634	911	1320	4735
NM_001184977	235	299	426	275	64	226	388	219	557	151	552	318	321	903
NM_001184979	1886	2159	3927	2081	912	2200	958	754	2382	785	1553	881	735	2076
NM_001184985	587	676	1999	799	149	1026	2505	1875	3337	2317	3521	12878	8670	10018
NM_001184986	265	319	823	295	321	194	480	415	945	264	719	285	595	922
NM_001184987	242	303	794	262	328	188	459	394	908	256	688	249	579	885
NM_001184988	242	303	794	262	328	188	459	394	909	256	688	249	579	887
NM_001184989	242	303	794	262	328	188	460	394	910	256	688	249	581	887
NM_001184990	242	303	794	262	328	188	459	394	908	256	688	249	579	885
NM_001184991	265	319	823	295	321	194	479	415	943	264	719	285	593	920
NM_001184992	160	160	320	197	39	199	313	223	563	127	367	422	265	1116
NM_001184998	744	610	1839	597	54	717	1282	990	2346	628	1055	1868	1269	2996
NM_001184999	744	610	1839	597	54	717	1285	990	2346	628	1055	1868	1269	2989
NM_001185	32	43	107	9	1	3	50	16	210	72	47	0	4	29
NM_001185009	340	342	739	327	185	257	722	503	880	266	785	901	901	1612
NM_001185010	329	335	760	310	195	253	670	491	869	262	742	855	875	1549
NM_001185011	299	326	489	680	1898	1206	447	356	868	206	1695	3748	1180	2227
NM_001185012	663	692	1314	360	548	489	501	416	1263	327	678	385	416	1388
NM_001185015	134	248	503	110	9	179	339	183	354	122	335	341	1084	1040
NM_001185022	674	536	1076	856	2663	2196	574	574	894	677	1376	2312	4389	3132
NM_001185023	675	548	1086	878	2983	2208	588	584	855	636	1288	2267	4290	2989
NM_001185024	34	35	54	36	163	16	122	74	137	31	158	333	154	377
NM_001185039	368	286	789	345	377	259	1573	1325	2771	960	2271	3510	2292	4522
NM_001185056	6	9	61	7	1	17	28	2	7	4	3	42	15	232
NM_001185057	148	110	321	235	403	306	141	110	229	80	181	355	253	510
NM_001185059	359	519	1263	489	24	476	1254	859	1963	671	1588	1857	1495	2646
NM_001185060	1687	1276	3340	252	393	71	2789	1212	2771	606	1180	2141	245	3543
NM_001185061	1687	1276	3340	252	393	71	2792	1214	2777	606	1180	2155	245	3544
NM_001185062	1687	1276	3340	252	393	71	2785	1212	2773	606	1180	2148	245	3543
NM_001185063	134	137	378	45	0	46	254	179	457	84	243	100	239	441
NM_001185072	380	369	1216	442	6	303	660	534	1214	347	687	598	653	1086
NM_001185073	380	369	1215	442	6	303	660	531	1211	347	687	598	653	1080
NM_001185074	348	507	1223	462	23	454	1087	748	1763	618	1435	1660	1311	2353
NM_001185075	338	368	1406	383	13	324	837	507	1462	385	962	777	2667	1983
NM_001185076	386	420	1545	441	23	345	887	547	1563	405	1014	873	2864	2159
NM_001185077	958	890	1613	1608	8296	1913	1392	995	1348	639	1962	3850	2514	3847
NM_001185078	903	850	1562	1539	8305	1883	1295	914	1254	613	1848	3639	2392	3606
NM_001185080	46	41	75	25	36	45	66	23	81	17	49	115	19	145
NM_001185081	338	368	1406	383	13	324	833	506	1462	384	959	775	2664	1973
NM_001185082	377	411	1528	436	20	343	880	540	1537	404	1001	854	2816	2127
NM_001185092	115	113	132	104	65	17	208	181	445	75	266	289	821	519
NM_001185093	142	135	277	137	36	146	280	234	568	92	369	382	1086	710
NM_001185094	136	137	262	133	36	135	281	246	576	101	380	405	1174	762
NM_001185095	303	263	457	143	63	293	237	190	710	221	387	174	32	1027
NM_001185096	300	262	454	143	63	290	234	187	697	209	380	170	32	1001
NM_001185099	26	26	456	9	17	13	466	16	96	64	25	38	15	379
NM_001185100	25	27	469	11	17	9	496	20	106	67	26	41	12	413
NM_001185101	24	26	406	8	17	13	414	13	87	59	25	32	15	336
NM_001185106	0	2	1	7	0	6	49	20	29	15	27	97	30	163
NM_001185107	5	10	90	8	3	13	61	12	14	15	34	38	2	162
NM_001185108	5	9	83	8	3	13	55	10	13	12	32	36	2	139
NM_001185110	5	8	77	8	3	13	48	10	13	12	30	34	1	129
NM_001185112	5	9	84	8	3	13	54	12	14	15	32	36	1	152
NM_001185113	5	8	77	8	3	13	48	10	14	12	30	34	1	129
NM_001185114	9	10	107	11	3	13	59	12	14	22	32	41	3	175
NM_001185115	5	10	90	8	3	13	61	12	13	15	34	38	2	162
NM_001185118	259	235	568	306	24	255	571	486	1337	330	882	1297	809	2668
NM_001185119	229	214	521	283	15	240	527	447	1218	301	816	1203	752	2437
NM_001185127	211	239	750	214	24	115	367	263	814	196	350	106	904	493
NM_001185176	38	10	32	10	57	4	8	21	60	4	37	21	8	18
NM_001185177	42	15	38	11	63	4	13	42	112	9	47	29	10	26
NM_001185181	314	340	809	375	292	304	218	122	446	120	356	300	268	772
NM_001185183	138	194	538	220	20	89	273	218	507	154	486	254	866	672
NM_001185183	122	212	531	273	27	79	273	218	507	154	486	254	866	672
NM_001186	306	309	1014	539	13	149	1618	1240	2788	1096	2382	2006	2920	4679
NM_001188	201	178	347	483	489	542	163	126	251	75	387	1044	672	880
NM_001190	93	91	144	203	188	231	194	171	385	113	321	898	346	1312
NM_001190182	7	22	33	4	2	12	57	65	57	14	22	22	12	58
NM_001190201	19	18	45	22	10	21	50	36	65	17	49	23	39	50
NM_001190202	17	16	44	20	10	20	50	35	60	17	46	23	38	49
NM_001190214	140	157	413	159	21	347	321	206	570	86	388	491	659	1357
NM_001190233	140	201	413	142	7	157	157	143	378	79	153	112	233	471
NM_001190241	209	264	813	255	8	149	557	364	1572	267	665	924	871	1831
NM_001190242	209	260	809	252	8	149	554	351	1577	274	663	891	856	1830
NM_001190255	33	30	67	25	4	18	57	68	205	38	91	52	115	144
NM_001190259	21	34	254	31	1	26	126	23	49	10	14	12	94	97
NM_001190260	21	34	254	29	1	26	125	22	49	10	14	12	91	96
NM_001190263	139	103	467	164	12	108	117	158	267	106	163	45	146	269
NM_001190265	139	103	467	164	12	108	117	160	268	108	163	45	146	271
NM_001190266	285	271	499	159	43	256	350	284	607	132	503	616	594	1192
NM_001190267	285	271	499	159	43	256	350	284	607	132	502	616	594	1193
NM_001190274	432	442	1694	471	22	366	995	818	2473	626	1192	758	1552	2450
NM_001190316	254	330	569	304	274	364	394	342	797	134	571	568	514	890
NM_001190317	253	330	569	303	274	364	391	340	796	132	571	565	509	883
NM_001190326	227	205	477	276	367	480	384	268	607	123	593	767	674	1524
NM_001190329	941	1042	2546	1326	170	664	1338	1028	2543	964	2403	1314	1746	7574
NM_001190347	189	266	381	44	913	39	250	317	1031	935	1527	1160	406	339
NM_001190348	125	152	219	34	1006	26	69	107	394	478	801	934	283	125
NM_001190349	111	124	200	34	1004	25	59	99	345	434	737	894	254	111
NM_001190383	330	348	857	117	9	66	1069	695	1475	595	1083	308	545	2813
NM_001190384	321	341	829	114	9	69	1009	641	1398	578	1056	293	523	2682
NM_001190388	333	345	851	115	4	69	1045	662	1455	612	1078	297	530	2817
NM_001190411	48	61	49	4	5	55	81	35	150	18	114	83	38	197
NM_001190412	48	61	48	4	5	55	77	34	143	18	104	80	35	195
NM_001190413	48	61	48	4	5	55	77	33	142	18	104	80	35	191
NM_001190415	181	214	347	243	253	162	227	103	318	88	334	485	208	1017
NM_001190417	51	39	152	49	0	29	116	70	240	35	119	111	91	252
NM_001190438	183	141	571	167	79	946	754	436	1171	243	889	1115	897	2175
NM_001190440	477	474	1554	464	106	1399	2358	1534	3487	905	2885	3287	3111	6778
NM_001190442	826	1065	3852	1269	181	1817	3822	2874	5756	3084	7324	11464	3295	10411
NM_001190447	44	57	161	124	16	82	217	146	330	81	404	2080	757	833
NM_001190452	497	5241	600	454	19	2189	2441	2312	6556	1429	3169	1694	2028	7469
NM_001190455	8	18	41	10	3	8	38	10	17	11	7	18	6	116
NM_001190456	12	19	30	0	2	2	44	27	48	2	37	98	4	46
NM_001190457	12	19	30	0	2	2	44	27	49	2	37	98	4	46
