"","GSM2277340","GSM2277341","GSM2277342","GSM2277343","GSM2277344","GSM2277345","GSM2277346","GSM2277347","GSM2277348","GSM2277349","GSM2277350","GSM2277351","GSM2277352","GSM2277353","GSM2277354","GSM2277355","GSM2277356","GSM2277357","GSM2277358","GSM2277359","GSM2277360","GSM2277361","GSM2277362","GSM2277363","GSM2277364","GSM2277365","GSM2277366","GSM2277367","GSM2277368","GSM2277369","GSM2277370","GSM2277371","GSM2277372","GSM2277373","GSM2277374","GSM2277375","GSM2277376","GSM2277377","GSM2277378","GSM2277379","GSM2277380","GSM2277381","GSM2277382","GSM2277383","GSM2277384","GSM2277385","GSM2277386","GSM2277387","GSM2277388","GSM2277389","GSM2277390","GSM2277391","GSM2277392","GSM2277393","GSM2277394","GSM2277395","GSM2277396","GSM2277397","GSM2277398","GSM2277399","GSM2277400","GSM2277401","GSM2277402","GSM2277403","GSM2277404","GSM2277405","GSM2277406","GSM2277407","GSM2277408","GSM2277409","GSM2277410","GSM2277411","GSM2277412","GSM2277413","GSM2277414","GSM2277415","GSM2277416","GSM2277417","GSM2277418","GSM2277419","GSM2277420","GSM2277421","GSM2277422","GSM2277423","GSM2277424"
"ZFHX3",35.7403,52.94285,65.41771,47.92247,64.71173,36.25206,63.66654,61.87801,61.45412,49.60479,57.72603,77.21018,44.35672,56.21039,33.33827,55.94099,64.52933,56.97925,49.46031,32.88575,54.70907,48.70374,49.7317,59.66513,50.96698,67.60888,38.68954,61.7295,46.42244,51.37547,34.54587,67.42263,36.0912,56.57863,67.4615,38.65126,57.133,60.85636,70.68797,69.74513,46.76594,36.69732,60.74638,56.21442,78.28159,55.52942,55.0178,67.80149,61.50144,58.3351,65.39194,74.37183,57.90802,52.68635,62.20827,47.40191,56.77593,62.66201,86.63131,56.61615,55.48369,62.10349,70.43947,67.03849,59.7957,38.54195,19.11626,68.0419,48.31053,52.41242,55.99674,44.95718,58.45442,51.44692,38.50769,53.91149,64.47384,74.27378,44.66761,60.03682,62.28715,57.15512,72.9189,67.42197,35.76215
"ZFHX4",3.63109,5.26213,8.22481,7.40959,7.91053,5.3179,7.74015,5.02247,7.88824,6.36292,7.6546,5.47654,7.39749,5.13269,3.79628,6.89414,9.96735,4.48619,3.54682,5.57609,6.31924,3.98059,6.86075,4.33674,6.11697,7.97015,9.43211,6.06011,6.75863,5.88193,4.55666,6.71214,6.02207,8.45605,6.75671,4.22932,6.2495,5.75759,9.59546,7.80641,5.09332,4.00718,7.29067,4.38616,10.49753,5.28852,6.48162,7.65712,5.79797,6.66527,4.71044,9.06074,6.52665,5.98794,7.13656,8.12421,4.42189,6.11165,10.39066,6.27595,6.29515,3.55724,8.0768,3.3198,5.77063,4.1443,2.39964,5.2601,6.39581,5.00466,4.52107,4.05148,6.86424,3.58281,6.61515,7.47067,10.19213,5.85779,3.55543,4.50276,5.89091,9.56632,7.2496,6.90068,3.9161
"ZFHX4-AS1",0.15562,0.38004,0.83771,0.77294,0.65425,0.66039,0.53119,0.47967,0.9776,0.43285,0.8633,0.35912,0.7341,0.34882,0.44865,0.39395,1.47664,0.23125,0.45556,0.43906,0.64924,0.3122,0.6617,0.76942,0.53699,0.73289,0.44702,0.37614,0.39466,0.49847,0.74178,0.51632,0.53621,0.81998,0.73901,0.93985,0.59167,0.73644,0.48187,0.63082,0.26459,0.63271,0.74282,0.26854,0.77982,0.6044,0.45574,0.39267,0.30064,0.58811,0.38792,0.90197,0.57588,0.5649,0.76737,0.51176,0.56691,0.87811,0.38248,0.44197,0.54002,0.88931,0.6853,0.21418,0.14924,0.5802,0.16177,0.45248,0.52293,0.31848,0.38752,0.49755,0.50579,0.39187,0.45714,0.61326,0.80163,0.5257,0.57214,0.85767,0.45315,0.77696,0.30207,0.75941,0.46796
"ZFP1",6.74345,7.80549,8.60559,6.82322,6.83993,6.81247,5.31187,7.98517,5.52851,6.79577,7.07906,5.92543,7.31279,8.54617,5.22852,4.59609,7.75238,5.13368,4.60436,4.08328,7.79085,6.20504,7.59209,4.96627,9.19881,9.75657,6.61589,6.35266,7.49863,8.80627,6.39346,7.87386,7.58946,4.81738,7.91802,6.06985,8.09846,9.64061,10.09828,10.01428,6.35011,8.78767,9.16148,8.50377,7.55822,5.36407,7.92479,7.32989,8.46074,6.07716,6.81628,9.18373,6.39868,8.13456,7.52024,7.10069,7.34147,10.15097,4.58974,10.34206,6.00199,5.33586,6.95094,2.89144,5.12392,2.98389,5.44638,4.63793,7.07964,8.59891,5.10236,3.19853,7.37003,5.31823,4.84035,6.35565,9.65772,8.26099,5.80311,5.36043,5.31418,7.5268,7.91415,10.13641,3.02944
"ZFP14",15.35432,23.47493,21.66629,16.55164,17.18905,16.33602,16.84621,21.16211,22.21517,17.70363,22.04294,10.77351,18.38079,24.86612,11.92378,16.87422,20.59918,13.31983,10.70555,10.18624,19.21742,20.91763,19.43298,12.80037,20.80237,25.23882,20.49585,17.59521,15.14526,18.4101,14.19984,20.30854,15.5914,16.91209,25.75995,17.38719,19.41413,26.91337,22.68971,24.79915,15.80914,17.22384,19.58851,21.3937,17.69584,16.77215,22.07801,15.8378,19.36952,15.93503,20.39342,27.26421,17.18045,23.68815,18.36576,21.8778,21.85434,21.95278,16.06408,21.12609,20.47466,15.19238,19.62907,8.72785,15.37177,7.41829,11.78252,21.66255,14.40064,25.93323,16.27587,8.49389,20.62885,16.85041,15.32778,18.56518,24.50693,21.47856,17.3276,12.00736,15.61298,20.05528,18.124,25.65469,10.46757
"ZFP2",3.37173,5.02825,3.61739,5.49056,2.55754,3.2672,2.12475,2.28551,3.8767,2.94339,4.48916,1.79559,4.7999,3.4384,1.96717,3.28292,3.98694,2.26622,1.85476,1.53672,3.98199,4.68305,3.34331,1.67874,3.64217,3.80185,4.40314,1.79713,2.46665,3.1902,3.00245,3.27002,5.48586,2.71618,3.27278,2.8587,3.32814,5.42284,3.37308,4.69173,2.91047,2.67145,3.35646,2.50638,4.07904,3.55086,3.56995,2.8796,3.0493,2.96857,3.87918,3.4849,3.19934,2.97514,4.45076,4.79776,2.63613,3.4422,2.54985,3.31476,3.28644,2.89026,3.57337,1.92762,3.68127,1.65772,1.94128,2.94113,3.25825,4.4587,2.71264,2.20343,2.70957,2.23926,3.01177,3.01057,5.00064,3.22929,2.61549,2.64448,2.38932,3.69056,2.41653,3.69797,2.26592
"ZFP28",6.74345,12.95068,10.50948,13.06007,11.59815,11.40046,10.39609,9.87565,13.45046,9.26302,14.79122,5.52143,12.62091,12.70714,8.26554,10.43969,14.10195,6.70616,5.88968,5.40046,10.56093,12.37106,13.12945,6.15537,14.00833,13.32939,9.63327,9.82155,9.42262,11.09923,8.19493,10.32638,12.62161,9.68602,9.29047,7.83207,8.54222,10.77874,12.34002,11.35478,7.01158,8.92828,11.0598,11.6815,11.33733,8.31053,12.3809,9.94771,9.66329,10.72604,9.03295,14.59558,10.30187,13.14334,10.15489,15.92858,11.56494,11.87206,9.30697,15.20371,9.89017,7.2627,10.86697,4.71197,10.99405,6.38222,7.89995,11.76452,9.45293,11.32873,7.36289,4.83334,10.76602,9.23693,8.65885,8.39057,13.89489,11.94088,8.74553,8.00491,8.77458,17.4816,8.69952,13.90042,5.64017
"ZFP3",33.87289,55.07693,57.1929,45.97679,49.72335,48.24339,35.36187,41.36487,63.17335,42.54931,49.32324,27.60713,36.70512,52.89657,34.63246,39.98599,54.70965,41.57821,42.69206,32.66622,48.60623,48.11835,48.86105,39.24049,46.2275,47.13383,46.9594,37.36369,33.74383,54.66536,35.85282,38.55181,45.04182,38.94906,47.66646,32.30728,44.67098,58.4462,57.78228,53.34379,46.03832,47.87524,46.16505,50.17227,47.80876,40.41938,49.29574,44.89558,46.94209,44.97656,41.45184,55.0204,42.23126,54.9083,47.1422,49.70483,45.40941,52.05443,39.52275,45.74373,49.15769,34.90542,44.25107,21.31096,53.32861,18.89799,21.62375,47.45399,43.44327,52.91289,44.04819,19.90199,52.85465,42.93774,42.62199,44.35014,54.09084,54.67271,35.1456,31.80522,36.00461,41.08176,49.47853,56.16297,26.32902
"ZFP30",10.78953,13.6523,14.46958,12.71358,9.338,9.66258,12.14141,11.45576,13.65272,11.16757,11.51067,7.13745,11.91505,13.72869,8.07573,10.04574,12.8468,8.78738,7.27262,6.49812,11.16688,12.83937,12.36327,7.83411,14.77879,14.65775,12.51655,10.53205,11.09994,13.45864,9.32527,13.51034,11.3017,9.12228,13.40784,7.91039,12.64692,18.34394,13.09424,17.58413,10.78196,9.9828,14.33372,14.23263,10.6175,11.25699,15.0647,11.12573,13.91513,10.75405,12.35797,15.29255,11.1017,14.8757,10.79436,13.56168,13.74754,13.13654,7.52207,13.48004,13.82464,8.00379,12.62918,5.4616,10.34734,5.80201,7.09108,10.97268,11.82622,15.19596,9.49426,6.00614,11.45244,8.7331,9.25045,12.1259,17.40679,11.64048,10.50281,8.07638,10.25761,14.3252,10.8744,15.38621,5.93573
"ZFP36",145.088,35.8994,69.11126,114.26232,82.55504,49.77272,59.03763,54.09036,129.14466,67.87112,52.20091,86.05344,63.07633,49.15918,128.57322,58.50166,104.02955,73.99903,138.66784,638.22057,58.51792,45.46462,60.66711,100.51441,47.76842,50.88988,73.42296,60.30851,92.30221,92.68188,56.34015,46.38264,68.14018,122.33079,70.52313,70.56693,51.17933,69.35884,80.07392,70.33653,64.62563,67.70023,39.97486,52.32059,77.08187,102.82387,51.09338,106.80698,43.20562,86.1724,79.24617,56.49636,97.45184,48.50609,64.30575,52.32761,51.3336,43.55431,68.52734,66.42785,48.38622,65.58662,98.7817,108.37532,54.1743,83.71478,73.1217,62.55556,92.63875,38.49037,52.63823,65.64103,39.37906,59.50824,76.71959,81.25749,72.71916,90.87085,76.38038,94.84389,74.02779,70.1692,65.6693,44.30964,90.46445
"ZFP36L1",193.48524,202.18262,230.10433,215.65113,170.28464,177.26318,178.40291,189.97933,281.24613,188.9397,267.10521,331.10598,166.07654,242.33257,161.44558,172.41905,284.1801,258.53411,213.47656,555.10613,267.9186,233.17694,200.87708,286.85429,239.79931,225.36294,200.57767,216.40849,195.80303,193.5054,252.06477,262.84931,152.20174,212.22112,307.90526,199.40446,186.96728,322.62572,246.86316,198.66915,204.32812,226.51104,190.57526,200.2415,290.33173,172.55674,250.09931,350.72219,208.42632,203.59876,181.49035,262.67935,385.39228,207.6573,218.44514,235.09042,245.10308,241.79669,189.26296,257.62339,213.2018,263.38401,217.29036,259.15838,216.44848,181.3544,186.76771,259.04563,199.83904,199.04891,173.41551,182.49416,151.12166,302.41159,157.90306,172.41084,181.39709,212.98325,222.56156,361.65039,298.83003,224.78424,224.19391,227.42534,161.96412
"ZFP36L2",93.31902,61.50842,68.80664,107.8922,86.06422,49.2166,84.83814,63.11952,86.56839,68.69354,75.85535,139.42722,65.081,83.81727,55.46025,50.55699,104.47255,89.58508,138.06585,61.77603,93.27376,101.15391,103.01567,110.30705,89.13969,79.24347,76.28388,77.10963,79.9196,109.0981,66.76043,97.11097,75.60591,83.53548,117.55615,95.39459,58.79707,116.55766,104.54444,97.4224,75.87062,85.90829,85.06694,97.74864,100.11646,52.73406,94.74303,122.90656,82.97541,81.9716,106.45586,125.08736,121.67083,89.32954,91.2405,72.92601,79.56567,72.46173,79.81045,111.11086,77.22355,92.56236,135.78812,141.78748,93.32506,56.11377,70.99168,94.62518,76.83023,95.40698,52.96116,52.20719,59.68276,80.83716,73.86916,80.22609,105.28055,102.58643,63.18035,136.15494,96.64395,71.96592,84.63909,81.19032,82.82928
"ZFP37",3.31985,3.71272,4.07433,5.75709,3.2118,3.85808,3.41477,3.07556,5.46109,3.85238,4.83448,1.39158,3.86815,3.06466,3.89982,3.1516,5.16825,3.05246,2.57063,2.59047,3.72229,4.2928,4.005,2.58805,4.29589,4.85538,5.47599,2.59122,4.39064,4.81853,3.10842,4.13055,5.65085,3.74116,4.8036,4.42512,5.362,4.21777,5.57291,5.48026,3.3735,3.44477,6.27272,3.62529,4.07904,3.17311,4.50675,2.81415,3.00636,5.237,2.49376,4.34587,4.44708,4.78282,4.16939,7.99627,5.04549,4.56618,3.63354,6.01077,3.73389,2.66793,4.06287,2.57017,3.88025,1.4505,2.45357,4.07233,2.97667,3.82174,3.4231,1.31495,4.15467,2.74309,3.28068,3.51233,6.14582,4.73129,2.32942,4.50276,3.95474,5.68152,3.6248,3.96211,1.77333
"ZFP41",15.45807,16.6634,18.46775,15.43221,26.34862,18.97758,23.82753,21.1339,18.43961,15.36623,22.90625,32.63477,16.00908,18.08898,14.68471,24.29362,24.51229,26.17716,26.74762,14.00608,25.23369,17.63949,25.14446,30.91675,19.82179,19.97119,22.7533,22.19253,20.2759,21.46737,19.2157,23.27737,13.73528,19.47453,19.90061,15.54665,15.5313,13.65753,18.62525,17.66298,21.1009,19.12198,18.15789,20.49857,23.3945,18.73646,17.24212,22.90591,16.36316,25.2328,21.61259,21.60637,21.08364,19.05597,27.24169,14.84108,17.91432,17.70272,30.98073,20.41894,16.87964,26.60519,25.94366,33.14443,26.36582,34.77064,10.19174,22.28471,22.44569,22.61195,21.31364,21.99881,15.89613,19.14564,19.4152,17.53378,18.89553,24.70786,17.24586,30.73313,27.02406,20.24952,20.29888,20.90015,24.16162
"ZFP42",0.93371,0.99396,0.83771,0.66633,0.29739,0.52136,0.83472,0.59254,1.11244,0.82242,0.80575,1.16713,0.56469,0.4734,0.39688,0.52527,1.10748,0.37,0.66706,0.61469,0.77908,0.62441,0.59204,0.90932,0.58368,0.96191,0.78228,0.75229,0.69066,0.49847,0.81243,0.86053,0.49497,0.71748,0.36951,0.31328,0.70261,0.53559,0.85898,0.55197,0.26459,0.49211,0.88038,0.22378,1.19972,0.67995,0.63297,0.52356,0.94485,0.64412,0.44334,1.51696,0.44791,0.5649,0.71621,1.02352,0.73698,0.84299,0.70121,0.61876,0.91033,0.14822,0.7832,0.32127,0.39797,0.66309,0.26962,1.01808,0.4827,0.86444,0.45211,0.49755,0.54191,0.8957,0.83362,0.9199,1.56508,0.9763,0.81734,0.7862,0.78271,1.16544,0.30207,0.89148,0.4187
"ZFP57",0.41498,0.40929,0.53312,0.74627,2.43856,0.27808,0.75881,0.45148,3.607,1.21199,0.51796,0.94269,0.64937,0.87207,1.10436,0.45961,1.5505,1.06375,0.69961,1.44887,1.21191,0.39029,1.32339,0.48965,0.32683,0.50389,0.4023,0.75231,2.36801,0.56492,0.88308,0.34424,1.48492,1.94747,0.68624,0.27412,0.51772,1.07119,0.3771,0.55195,3.24124,0.4921,0.77035,0.5371,0.9598,1.73765,0.43044,0.58904,0,3.58469,0.66502,3.40289,0.44793,0.90384,0.66507,0.89558,0.76532,0.49175,0.70124,0.61873,0.38574,2.59385,0.34265,1.92766,1.04468,1.5334,1.42901,0.79184,2.85601,0.63693,1.42093,1.10172,1.26448,0.39186,4.49079,0.7805,1.33602,0.5257,0.57211,0.28589,1.9774,0.67984,0.42287,1.18862,1.23149
"ZFP62",24.06894,38.79357,34.91737,31.45079,30.98788,32.9501,29.29116,30.19128,33.9464,30.21304,34.0716,18.09052,29.61821,33.63654,26.88459,27.83918,40.97686,23.81844,20.51627,18.74795,33.32752,28.56661,30.61216,23.64222,34.74067,40.76687,30.10677,25.1181,28.16919,29.67548,26.91611,28.8278,35.88496,25.52188,36.05337,20.95078,26.99488,31.46588,37.29241,32.369,25.73119,26.71452,31.3086,28.64429,31.13268,23.57167,36.33251,30.56303,33.67118,29.51762,29.03846,34.56199,29.14597,32.95251,29.97865,34.5439,32.96575,34.9137,27.47468,36.10882,28.96076,22.89973,33.23725,14.35009,28.70392,14.58792,17.25586,28.11041,31.81817,34.12267,24.09087,16.84561,30.09427,23.7921,25.60009,30.38445,35.53887,31.54195,25.90966,24.37209,22.65736,32.58376,27.54848,38.26742,17.68404
"ZFP64",14.10938,16.5757,18.35351,12.58032,17.90279,15.7799,22.9928,20.73887,14.39435,15.71251,17.78399,29.8965,12.22563,18.88629,11.8375,17.39948,20.52535,21.82971,19.34484,12.24983,22.20392,17.09314,19.11954,21.75364,18.98129,21.11632,17.0985,21.10589,15.83592,17.41316,15.89534,21.34118,11.46669,18.91079,21.85372,18.87528,19.26621,16.26853,17.41011,15.92823,22.0931,19.12198,19.39592,22.19933,20.03529,15.86555,22.15397,23.95304,20.27142,24.00057,22.22218,19.14644,19.54796,18.49107,21.2562,12.98595,20.23865,20.37218,22.69371,21.92163,18.99344,20.75057,23.74089,28.70018,23.43076,19.76829,12.80708,20.24854,19.46902,19.83665,16.79256,19.86645,15.4626,17.52218,17.42527,16.97627,16.22343,18.85007,16.26506,20.65553,20.02087,17.19024,20.11764,20.27282,15.71367
"ZFP69",4.87604,6.46072,5.59744,5.4106,4.93665,6.22159,5.31187,4.85318,7.55114,5.5405,5.23736,5.2072,5.90105,5.25727,4.31396,5.38399,5.61125,4.57869,3.70952,4.43453,4.97749,6.82945,5.57218,4.68648,6.04693,5.72568,5.47599,4.34656,6.2653,4.41975,4.41537,5.93767,5.77459,4.86863,7.33736,4.58176,6.36044,4.68641,5.61481,6.46591,5.22561,3.37447,5.9976,5.05751,4.91884,3.85306,5.72205,5.0393,5.41144,5.265,4.37794,6.39581,5.50286,6.10092,5.72971,6.07717,5.01714,6.3224,4.14351,5.34782,6.03285,5.11353,7.39149,3.58752,6.56658,4.22718,4.20612,4.07233,4.94771,7.23401,4.58566,4.22917,4.87722,3.35888,4.97481,5.18487,6.37486,5.10679,5.35357,4.07393,4.94342,7.42968,4.28935,5.21678,3.71907
"ZFP69B",1.40056,1.92945,2.17044,1.59919,1.54642,1.3903,1.06237,1.43902,2.35973,1.68812,1.95681,1.12224,1.35527,1.66937,1.08712,2.16673,1.8458,1.38748,1.13889,1.18547,1.55817,1.48297,1.49752,1.53884,1.26075,2.10705,1.67632,1.21202,1.77599,1.19632,0.98904,1.76409,1.31991,1.63996,1.79475,0.97901,1.73803,1.13813,1.59226,1.77418,0.85991,1.33573,1.43062,1.56648,2.03952,1.58655,1.41785,1.70158,2.01855,1.26024,1.27459,2.13194,1.82362,1.73236,1.40685,2.3669,1.84245,1.26448,1.21118,1.4143,1.99038,1.6304,1.81116,1.33863,1.74114,1.36762,1.07849,1.24432,2.37329,1.86537,1.4855,1.13726,1.58961,0.8957,1.55967,2.00705,1.71778,2.7787,0.69474,1.14356,1.23586,1.65104,1.87281,2.14615,1.77333
"ZFP82",5.44664,10.84583,9.1006,7.08975,6.95889,6.32586,7.43662,5.81253,9.7086,7.96447,11.1078,6.19477,7.45396,9.91655,5.29754,6.76282,9.59818,5.82742,5.40159,4.65406,6.05955,8.78072,8.74136,5.316,6.63061,11.35976,6.50413,5.72576,5.62397,6.91209,6.04023,8.00294,6.59953,6.86733,9.02654,6.06985,6.17554,9.37282,9.76307,9.97486,7.40847,5.132,8.50119,8.9961,6.59845,6.04402,8.25394,9.29325,7.98832,7.00133,7.70295,10.74169,7.45446,12.12652,8.44109,9.72347,10.54451,8.67574,6.37464,9.94429,8.67126,4.37244,9.0558,3.96234,7.56152,3.43977,3.26244,8.71027,7.52212,9.91832,6.26492,3.48285,7.3339,5.09431,5.62019,8.30694,10.57386,8.48629,7.06999,7.36166,5.76733,8.88648,7.43084,9.70718,3.9161
"ZFP90",31.59049,50.51642,51.93816,37.10127,45.38148,43.34258,38.85253,47.20562,47.36316,34.19527,44.71897,31.69209,36.3663,45.9201,28.76547,34.99594,47.0311,36.16703,28.26071,23.70935,40.12287,48.74276,35.31369,29.6577,41.48801,38.75143,39.18126,39.36979,32.41184,41.37287,31.47277,37.86338,31.63651,39.97403,43.28516,37.43729,52.80642,50.81405,46.88787,42.265,38.696,43.02444,41.26792,49.00859,37.73113,42.23258,42.45966,32.85362,40.24221,40.69175,38.45933,48.0506,36.31249,39.91961,43.86808,37.99829,41.01586,44.22168,38.6303,46.05311,41.58191,37.86979,47.38389,27.20092,46.56304,26.15051,31.54587,40.55365,29.96781,49.04565,47.53587,25.05519,45.88202,43.94541,38.64215,35.03968,47.48695,47.08762,37.55675,29.87547,35.63385,42.53856,39.81239,49.62548,27.65902
"ZFP91",54.31074,79.45812,88.83558,58.21061,68.93465,53.83934,68.82664,77.98943,73.96068,79.34169,76.71865,55.75293,47.66018,79.85563,61.17193,50.68831,76.85931,62.76043,57.95316,54.04853,76.09061,65.75785,62.40842,60.01487,76.57889,80.3428,55.07281,71.84361,72.56897,70.31726,50.51185,63.59327,57.91091,69.54457,79.8136,46.48332,77.73046,104.77469,85.66778,84.52999,62.90581,67.91113,73.62197,86.33569,73.5427,62.1023,88.99565,77.7492,80.0979,67.88492,72.59614,91.75533,66.29029,74.60448,69.11461,68.76795,73.92492,90.05908,65.84999,79.95209,88.08576,56.69352,69.36257,50.49304,68.00392,40.11679,37.74719,78.10961,82.46176,92.81366,55.80298,39.55521,78.75812,64.71451,59.9397,80.3376,86.2705,76.82717,53.0862,57.03498,54.62485,63.66216,80.71222,90.86448,41.22992
"ZFP92",1.76367,2.54336,2.51314,3.27835,2.26015,2.91963,1.97298,1.89048,3.50588,2.20754,2.01437,3.0525,2.71053,2.36702,1.6393,3.21726,2.80562,2.77496,2.27778,3.5564,2.07756,2.18542,2.57713,1.60879,1.75104,2.88574,2.65977,2.42404,1.97332,2.39265,2.54325,2.02225,2.43358,2.45994,2.48098,2.42794,1.62709,1.87456,1.88557,2.52328,1.52138,2.03874,2.47608,2.37211,2.09951,1.88876,1.64572,3.40316,2.31919,2.68851,2.9371,3.4029,2.27153,2.4479,2.50675,2.87866,1.84245,2.38846,2.93233,1.67948,2.08295,2.07506,1.86011,2.1418,1.98987,2.65235,1.48293,2.82801,2.41352,2.09286,2.84182,2.09682,2.16765,0.95168,2.98488,1.81192,2.63392,2.4783,1.30774,1.85828,2.84247,2.71936,1.44992,2.2452,2.36444
"ZFPL1",26.76632,22.42251,23.60826,26.36003,30.98788,28.74444,29.44293,29.20371,21.13644,23.0277,27.33785,31.73698,26.99238,25.26478,24.27896,31.91,26.13659,39.08074,38.75476,22.56779,29.69179,26.10801,29.91564,39.31044,27.10612,21.43696,30.75494,30.63488,28.16919,28.21331,34.08667,28.87083,25.73818,30.64676,25.5488,33.40377,24.29539,16.06768,24.19816,21.40848,35.71939,33.60406,26.57654,27.16732,36.47142,29.69124,25.14159,31.87194,26.67067,32.01009,27.43137,21.81136,30.04179,27.41649,32.58772,23.92485,28.82732,21.35566,37.92909,26.25292,26.27606,40.31539,31.18134,41.87228,31.14152,45.42149,34.48476,26.58328,33.46741,24.79581,31.06624,37.77825,23.23003,33.30894,27.40177,24.41906,21.10955,31.46685,29.66943,40.38191,32.00868,32.68088,27.186,25.45658,43.88991
"ZFPM1",6.79533,4.18047,4.34087,6.23685,7.07785,7.50762,7.66427,5.92539,5.56222,5.71364,5.1798,11.04285,7.79278,4.70912,7.14392,7.81335,8.4907,9.48113,10.42897,8.4739,6.96848,8.03924,8.14931,10.21232,7.00417,5.58827,7.57698,8.52594,9.22529,8.20811,9.78446,9.50887,6.14582,7.07233,7.44294,7.79291,6.10158,5.222,4.63012,6.07165,8.20223,7.94406,6.96052,6.3107,8.518,8.83938,5.57014,11.25662,4.98196,9.10173,7.48128,7.58478,9.63001,5.91262,8.49225,6.26908,7.00133,5.12817,10.5819,6.89471,6.09457,9.04132,7.7831,15.52809,6.2681,15.16812,8.49312,5.42978,9.45293,6.14208,6.97537,10.48409,3.97403,7.89338,8.2286,5.18487,5.22967,8.26099,7.76473,12.57914,11.41107,6.16712,7.00795,5.41489,11.20646
"ZFPM2",2.54176,2.48489,2.89392,2.95851,2.97388,2.60681,2.8077,2.4548,4.2138,2.20754,2.93522,2.46893,3.04935,2.31718,1.19065,3.41424,3.02712,2.21997,2.18016,2.8539,2.42382,2.69275,2.15922,1.81863,2.54485,2.83994,2.70447,2.80019,2.12132,2.99081,2.6139,2.66765,2.72231,3.17742,3.06163,2.38878,1.9599,2.81184,3.28927,2.9964,1.65368,2.67145,2.86124,3.84908,2.87932,1.96431,2.00019,2.55237,2.01855,2.49247,2.88168,3.4439,1.88761,2.97514,3.2997,3.83821,3.34476,2.52896,3.69729,2.7402,2.4224,2.4456,2.79017,1.98117,2.08937,1.57483,1.40204,2.43209,2.69509,2.54783,2.71264,1.9902,2.38442,1.84739,2.74287,2.75969,3.77911,2.7787,2.16595,2.28712,2.5541,3.73912,2.35612,2.74046,1.77333
"ZFR",76.97912,94.51365,102.8863,66.97952,88.97863,61.48599,100.54609,104.3151,86.39984,75.70574,95.88392,61.49881,66.88802,99.58907,60.9476,62.11288,98.71364,78.90147,56.71666,56.85853,83.14566,76.80204,88.28422,67.35935,91.59115,112.77308,77.9155,86.38786,78.43961,89.32552,59.13066,94.52937,68.88263,87.0204,99.71422,55.60768,93.29874,129.14401,90.96833,97.61953,96.50849,79.15935,82.78345,102.71664,96.57729,77.51454,100.7689,105.69441,94.91493,84.072,102.35501,100.98006,88.01379,86.46738,87.58269,80.0267,89.6283,98.66457,70.63097,96.34912,90.90932,89.59799,92.61396,47.11971,82.62949,37.46444,49.15224,87.61172,76.66933,106.59922,86.67546,41.7231,94.54587,84.6439,68.54477,78.74868,104.70796,103.11213,71.55808,84.62333,78.72404,81.67792,98.17168,102.88289,37.90492
"ZFR2",5.60225,4.91132,7.65364,9.30197,9.45695,5.97829,5.23599,4.26064,3.03394,4.32852,3.56831,5.92543,6.04223,6.80206,2.53661,8.07599,8.19537,10.31361,12.33254,2.67828,6.10283,7.45386,5.01496,8.95327,4.73949,5.77149,6.28062,10.8246,4.29198,10.89984,6.18152,3.44213,5.77459,7.12358,4.43409,2.31046,10.94587,6.49402,9.72117,8.16125,3.3735,4.07748,8.55622,4.74421,11.51729,3.02201,5.62078,9.48959,4.25185,6.97333,5.04294,7.95377,5.53486,7.94626,9.02941,5.62938,5.01714,5.40916,14.72541,5.5688,9.47358,4.29833,7.63625,14.35009,12.78494,9.28322,2.02217,8.31435,4.02253,7.68897,7.68583,3.90932,6.43071,4.03066,5.32439,7.47067,8.09263,10.66418,3.14676,6.78988,4.11952,5.92432,5.19555,8.38647,12.83201
"ZFX",29.25621,49.08395,47.14035,31.37083,24.38585,24.57354,37.41073,29.40123,57.8471,42.76573,48.34483,28.95382,37.83451,31.66818,31.00873,35.52121,48.65541,23.44844,19.1496,36.48605,43.84516,38.20589,39.66695,34.13433,47.74507,55.79107,41.2152,25.49424,38.72647,28.64531,31.43745,45.47908,35.92621,38.23158,57.32644,24.63185,28.28916,74.84863,51.8113,50.22911,37.04233,25.02729,44.40428,46.54697,48.94849,44.04579,31.87639,50.06577,45.61071,37.86321,42.56018,60.02225,37.46425,30.24099,29.54381,38.12623,47.2802,54.75901,30.85324,43.53389,51.58008,22.01042,42.63571,22.43541,39.49899,14.21494,16.12344,41.11925,30.81254,50.77453,31.97046,26.40568,33.02061,18.19396,38.45391,27.54113,57.06832,29.28895,17.73627,32.87731,36.9521,48.3172,47.30365,35.9892,19.97459
"ZFX-AS1",0.10375,0.11694,0.11423,0.15992,0.17843,0.10427,0,0.14108,0.13484,0.04329,0.05755,0.17956,0,0.12458,0,0.19698,0,0.2775,0.11389,0.08781,0.34626,0.11708,0.1393,0.34974,0.04669,0.09161,0.06705,0.16718,0.09867,0,0.14129,0.12908,0.04125,0.205,0.15836,0.27412,0.25886,0,0.06285,0.11828,0.13229,0,0.24761,0.17903,0.11997,0,0.10128,0.19634,0.12884,0.11202,0.05542,0.041,0.06399,0.11298,0.17905,0.25588,0.08504,0.24587,0.25499,0.13259,0.06172,0.14822,0,0.05355,0.14924,0.16577,0.05392,0.16968,0.1609,0.09099,0.12917,0.07108,0.07226,0.27991,0.08067,0.08363,0.07635,0.0751,0.08173,0,0.12359,0.2428,0.18124,0.06604,0.22167
