"","GSM2277340","GSM2277341","GSM2277342","GSM2277343","GSM2277344","GSM2277345","GSM2277346","GSM2277347","GSM2277348","GSM2277349","GSM2277350","GSM2277351","GSM2277352","GSM2277353","GSM2277354","GSM2277355","GSM2277356","GSM2277357","GSM2277358","GSM2277359","GSM2277360","GSM2277361","GSM2277362","GSM2277363","GSM2277364","GSM2277365","GSM2277366","GSM2277367","GSM2277368","GSM2277369","GSM2277370","GSM2277371","GSM2277372","GSM2277373","GSM2277374","GSM2277375","GSM2277376","GSM2277377","GSM2277378","GSM2277379","GSM2277380","GSM2277381","GSM2277382","GSM2277383","GSM2277384","GSM2277385","GSM2277386","GSM2277387","GSM2277388","GSM2277389","GSM2277390","GSM2277391","GSM2277392","GSM2277393","GSM2277394","GSM2277395","GSM2277396","GSM2277397","GSM2277398","GSM2277399","GSM2277400","GSM2277401","GSM2277402","GSM2277403","GSM2277404","GSM2277405","GSM2277406","GSM2277407","GSM2277408","GSM2277409","GSM2277410","GSM2277411","GSM2277412","GSM2277413","GSM2277414","GSM2277415","GSM2277416","GSM2277417","GSM2277418","GSM2277419","GSM2277420","GSM2277421","GSM2277422","GSM2277423","GSM2277424"
"ZFY",1.86742,1.78328,2.20851,15.3256,12.54979,11.33094,1.66944,15.5471,2.62941,2.07769,2.64746,0.80801,1.91996,17.66541,0.69023,1.5758,3.39628,10.49861,9.09484,1.22937,2.16412,1.52199,1.91544,1.74869,2.63824,2.42769,2.21275,13.87555,2.41732,16.11714,0.98904,1.76409,1.97986,1.79371,1.68918,9.55512,16.27089,2.94574,1.96937,2.2473,1.45523,13.21666,2.36603,1.52173,2.33945,2.49316,20.15378,2.61782,1.71792,2.1004,1.49626,2.04994,1.75964,17.54956,15.16838,21.36604,1.8708,2.10747,1.40242,2.03305,1.82066,10.44939,2.00696,0.69609,1.54215,5.8849,8.06172,1.58369,16.81415,1.68339,1.09798,0.88848,16.94383,11.42021,2.42018,15.94487,2.97748,16.37177,10.01241,0.85767,1.40064,3.20496,1.38951,17.82951,0.56648
"ZFYVE1",17.32549,20.58076,23.26555,16.1785,23.55317,17.34399,23.44811,22.43184,20.66449,17.44392,19.05017,23.8364,16.54554,19.80818,16.92797,18.84397,20.15619,22.61595,25.90158,23.57763,22.03079,20.02005,20.82602,21.75364,19.49493,23.08596,20.5629,24.03146,27.1332,20.40397,19.6749,24.6112,14.31274,19.98702,21.32586,20.05009,19.636,19.01343,21.51646,18.25438,17.52896,19.89529,20.79903,20.76711,20.81511,15.41225,23.79969,18.78285,20.52911,24.02857,24.38344,20.6634,22.93926,21.35323,19.95166,17.14401,23.04485,20.72342,27.09221,20.10956,18.77743,20.9729,22.56609,23.77403,22.63481,20.09984,17.0132,27.48825,23.81335,21.83851,22.60537,21.82111,18.75021,21.32892,18.95805,20.43284,20.91869,20.95287,17.53193,22.15645,20.72119,21.94912,18.72814,19.71152,21.82181
"ZFYVE16",57.05999,70.98025,89.97791,54.3459,54.48157,51.37156,53.11869,77.0583,72.91566,70.42495,69.06405,25.27287,51.02011,81.64958,34.01125,42.15271,82.39672,40.32947,31.93769,65.90321,58.21495,63.92365,58.36858,30.9867,71.27907,85.97688,55.96685,56.37989,53.6744,64.40211,45.77858,63.93748,54.23992,53.19621,74.74607,42.13653,79.24661,125.39489,80.55579,81.17876,50.73476,63.20094,62.28705,87.18606,57.22654,68.29741,83.02041,58.37735,67.34236,50.26957,65.39194,98.80712,58.09998,77.01472,56.09487,69.66353,66.49842,90.83182,28.23964,66.51625,66.54649,48.39329,62.95008,15.79581,48.70215,16.16275,37.12706,55.14618,55.18904,93.63261,56.57802,24.66425,79.84195,58.44459,57.84221,69.27097,82.64409,65.11159,57.37724,38.88099,46.13863,69.6836,66.69633,87.10047,22.36366
"ZFYVE19",36.67401,39.69983,33.01348,41.04595,43.7161,42.82122,43.17791,35.04446,29.86744,34.54155,41.43843,42.19626,49.01545,37.57326,36.59962,48.52158,39.50022,44.49192,55.33372,36.31043,46.61524,37.97174,43.95057,41.7586,42.72542,37.37727,53.32943,31.97229,46.61977,39.94393,43.30597,39.45536,40.75212,45.91889,41.85991,38.33797,30.69281,23.29814,34.31739,35.20769,38.96059,42.60264,37.22367,33.56753,42.64997,25.00713,35.2438,39.5945,36.11921,46.7689,39.62308,36.65293,38.10412,41.01175,44.25177,39.21372,38.32304,35.58106,52.71824,41.67762,32.23177,40.09306,42.0483,51.0285,46.56304,50.56041,48.50514,43.38166,49.39661,37.03447,39.075,46.66306,29.29947,35.88409,51.68421,34.34279,34.85176,46.18642,34.81867,41.38253,38.31154,44.77232,32.98568,34.40436,58.15044
"ZFYVE21",66.24146,57.50336,50.98622,63.24807,62.33262,68.2637,74.82147,61.73693,54.74574,61.03207,63.65403,57.36896,77.84309,65.05556,50.47331,67.49687,57.07228,60.07796,67.43848,40.13027,65.65954,63.45535,70.62738,72.6054,67.31004,64.03606,73.11004,61.93847,68.47433,69.38679,80.3951,69.48791,66.57279,56.68113,67.61986,70.8019,58.2054,57.17418,50.26095,77.07843,65.88242,67.62993,70.59566,64.00209,60.46578,52.35631,61.44878,61.78051,65.10907,66.82072,57.30107,59.20228,56.62829,66.69588,63.84533,62.94666,59.95062,64.87485,79.23673,68.46091,56.68718,58.39803,75.97086,83.47684,66.76025,70.41159,78.54112,62.499,67.01527,56.05217,63.81174,54.94371,51.80695,61.85946,53.10943,59.98838,71.72667,70.66898,58.52151,79.33437,72.46237,71.82024,57.9364,59.5968,64.62802
"ZFYVE26",40.35698,63.61327,62.63803,65.1671,72.62226,56.06382,60.78296,58.23813,69.98286,54.10644,60.6037,73.25989,52.00833,57.45619,45.7107,66.11804,65.93214,65.02665,51.90079,57.64884,66.0058,51.51357,65.54276,57.21697,52.04096,67.51727,54.24582,58.92931,52.39174,59.08511,57.68242,57.09626,54.15742,62.93348,53.73694,38.92538,51.21631,49.67592,63.81611,53.26494,45.64144,45.8365,56.45452,56.61723,61.96543,42.68588,53.87845,51.57102,58.53803,63.93617,84.78786,62.40018,68.88175,59.65346,57.88541,56.54964,53.54455,53.03792,79.49172,50.69378,55.962,65.36429,56.14599,59.32799,59.19873,43.30789,30.41345,57.40858,80.37005,57.87205,58.70939,54.62386,55.92549,44.39326,67.30779,52.32258,61.91626,59.8546,42.54252,48.1724,63.27584,63.03088,53.04291,61.31371,50.07194
"ZFYVE27",46.78919,43.73412,42.91372,46.32328,52.16194,56.44616,45.075,44.58151,48.67786,48.47937,49.38079,61.49881,45.85316,43.45342,43.51921,60.93103,47.2526,48.56186,61.3861,58.21963,51.07334,54.20632,51.12475,57.70661,49.65954,44.75195,58.62661,50.27799,49.97442,50.14591,58.5655,44.96277,43.35069,49.7113,45.34384,41.70576,34.61261,37.75906,48.81534,43.05352,48.55191,50.9685,49.13634,46.90503,43.48977,41.55263,41.37095,38.67826,45.99724,51.64183,42.83726,47.27162,44.40681,51.33059,52.92307,39.98136,45.23933,45.17004,62.15271,44.02005,43.64943,44.4655,48.02024,63.6116,52.08494,58.68323,39.90417,49.88608,54.58566,41.17469,52.25071,53.41552,39.41519,34.82044,58.1918,46.74745,41.91372,46.86232,37.47502,52.81811,58.74436,56.3296,44.76629,46.4888,65.39154
"ZFYVE28",21.31969,17.62813,18.42967,21.32257,24.50481,21.48013,23.90341,21.02103,22.24888,14.37067,23.25156,30.21073,22.24895,19.38461,10.88843,34.2737,27.31791,23.63344,30.5873,18.08936,27.74408,23.41526,23.05489,28.95822,24.46789,20.01699,24.65313,23.23737,15.73726,28.8447,20.84056,22.84711,18.89116,20.602,20.00619,17.62215,17.97193,14.59481,21.05554,18.92463,20.9686,22.84795,19.97367,18.93209,22.13479,18.05651,22.07801,21.85878,20.57206,21.78815,23.21968,23.24632,20.57174,19.92215,25.78369,15.80064,16.63878,20.65317,32.12817,21.21448,18.88544,23.34439,28.92962,32.07353,29.25114,22.50353,11.24327,26.69641,16.69348,20.24612,27.64314,24.48656,14.6678,19.76144,23.17991,18.78818,23.55261,23.73156,16.26506,26.87363,25.45864,21.90056,18.42607,19.81057,23.3981
"ZFYVE9",13.27942,20.72693,14.62189,15.24564,17.0701,13.06881,17.8327,16.36537,15.70906,20.1276,18.30197,14.23002,14.34323,16.91793,13.33876,11.6872,13.36363,12.48734,11.90952,8.82515,17.83239,17.87365,12.57223,13.70969,16.10958,15.71128,13.7235,16.88471,22.00256,18.77564,10.9148,16.3501,11.54918,14.24716,16.99734,16.25154,17.26933,21.35663,17.2425,22.35471,16.53675,14.62269,17.44258,16.20193,19.73536,13.14574,17.67254,16.68859,17.00738,16.57916,16.56965,19.84342,14.65297,17.24828,17.57281,14.71314,17.48914,17.98372,14.53417,17.23677,16.10817,13.63609,18.06266,11.5122,16.66519,14.29782,8.84363,17.87302,12.18825,21.33804,16.08211,10.12869,17.41349,13.88339,9.86894,16.08424,17.82669,17.79867,13.69044,15.93835,13.92398,16.996,16.25119,19.38134,11.13257
"ZG16",1.50431,1.25706,1.29465,1.62585,1.84381,1.32078,1.74533,1.01578,2.12376,1.21198,1.43883,1.52625,2.00466,1.2458,0.69023,1.51014,2.58413,1.15623,1.28532,1.405,1.64473,1.20979,1.25374,1.25905,1.40083,1.37416,1.60927,1.50458,2.66399,1.66156,1.48357,1.76409,1.44365,1.48621,1.68918,0.97901,0.73959,1.87456,1.67606,1.41935,1.19065,1.05452,1.59569,0.76086,1.97953,2.03986,1.08871,0.91624,1.41728,1.34426,1.27459,2.09094,1.11977,1.99598,1.66264,2.43087,1.53065,1.68597,1.97614,1.06072,1.28063,1.48218,1.76221,0.85672,1.89038,1.53339,0.91672,1.52712,2.37329,1.5014,1.9376,0.9951,1.4451,1.11963,1.39832,1.36591,2.25219,1.6522,0.98081,1.50092,1.31825,2.428,1.26868,1.35372,1.03444
"ZG16B",61.72854,54.37532,34.11774,30.7045,25.93228,25.5815,19.2745,4.96604,20.96788,32.46386,32.345,22.35504,27.44414,32.6399,51.83652,52.39542,13.88046,48.93186,5.59682,50.2287,15.8414,23.57136,29.53256,34.9737,15.22238,24.00206,31.06786,60.3503,6.1173,25.92036,24.86738,49.30844,22.5209,19.47452,20.90356,16.36902,27.06884,53.69284,34.86212,18.84578,43.26014,18.70016,44.6794,22.19932,35.51164,24.32718,17.97636,20.94254,50.42088,31.36598,26.48928,4.18188,41.5914,26.43732,31.92266,26.09984,73.4714,45.66178,16.19158,25.45738,35.36392,35.42418,37.30012,79.46096,12.03874,103.52452,29.92814,19.34358,73.85356,2.63882,26.09306,27.5074,38.58426,18.47386,31.35472,41.2002,23.51444,28.53796,29.01556,5.86074,56.35504,51.86208,26.7027,35.72506,45.2199
"ZGLP1",6.22473,2.71877,3.19854,7.94266,4.87717,8.75889,4.85657,2.53945,2.29231,5.36736,5.1798,4.57874,11.26565,2.965,3.45117,8.40428,4.72526,4.43994,6.67063,3.86375,4.80436,4.80013,5.15427,8.39369,5.81346,5.17602,9.34271,2.80019,7.3013,6.18101,7.8417,5.85161,7.012,6.0986,4.75081,3.87687,3.18022,1.74067,3.58259,3.27238,4.29956,5.62411,4.86961,2.95394,4.43896,2.94646,3.06358,3.99217,3.09225,5.7691,4.9321,3.4849,4.99097,4.5192,4.93676,6.20511,3.76994,3.12608,9.11573,4.46388,3.70303,3.92779,3.67127,5.72933,4.17873,7.50118,5.28461,3.11081,7.03942,3.77624,6.07116,11.23041,3.1431,2.79907,7.09918,3.06632,4.80977,3.45459,3.51456,2.57301,4.98462,6.99264,1.63116,3.66496,9.28535
"ZGPAT",37.19274,27.18765,31.45229,39.63333,46.3926,43.69016,49.70392,39.92585,26.8335,36.96553,34.0716,53.59823,48.81781,32.68974,37.66949,54.03689,44.59464,53.41805,61.23967,48.47244,44.66753,40.6645,42.8013,53.9994,40.53078,38.56821,46.98175,44.0925,46.47177,41.97104,44.71889,40.31589,37.90607,48.02009,31.98878,39.74775,35.09334,25.03881,32.66228,29.33317,43.72317,46.0474,33.8397,38.22222,41.87015,33.84651,40.51011,44.6338,41.27297,48.22518,40.89768,31.89707,40.95152,37.39639,44.43082,27.95497,34.38302,30.34752,62.72642,36.374,32.47863,47.57809,43.32101,67.14558,44.22494,59.1391,39.63456,37.61252,50.40224,32.48479,40.68967,50.11038,28.97432,35.5482,43.07914,32.58663,30.61458,42.80693,39.7227,60.17977,52.85345,43.2184,33.34816,33.14968,67.1156
"ZGRF1",8.35151,11.72285,15.04074,12.98011,10.82494,14.07678,8.80253,8.35198,18.54074,10.34515,11.45312,5.16231,12.25386,13.80344,5.28029,12.93471,16.16925,9.34238,8.05357,6.71765,7.83413,9.3661,9.85579,8.04395,12.2106,11.31395,9.52152,9.40361,10.90261,11.73062,10.24366,10.41243,15.46766,10.81349,10.02949,7.08802,12.72087,12.5194,11.921,12.26158,8.06994,8.85797,13.70095,8.50377,14.27664,7.17727,12.53282,8.6388,11.20941,9.54982,10.41838,15.74354,9.91795,12.16418,9.31078,18.61532,8.64536,12.96092,10.51815,11.40279,12.28171,7.04037,12.62918,4.49779,11.64076,4.80738,6.87538,10.35051,12.14803,12.05668,9.10674,5.50859,11.09117,8.95703,13.12273,13.46393,17.97938,11.03968,8.62293,8.43374,8.32143,16.5104,9.72655,12.57971,6.28054
"ZHX1",24.58767,30.66651,32.09961,27.61273,25.45645,19.98555,26.25581,26.69248,28.78871,30.12647,30.33063,14.18513,26.90768,39.36721,20.62072,15.88934,31.23102,19.97974,16.90436,14.22561,29.21568,25.79581,31.16938,15.73817,33.15305,39.02627,22.44038,26.53909,27.37986,40.47563,19.00376,29.68833,27.38806,24.59941,34.68091,26.98148,31.39542,46.32849,36.83149,50.93879,25.13586,25.16789,32.244,34.68645,27.47354,23.57167,39.39608,32.78817,33.45644,21.78815,29.42637,40.38382,24.69889,32.04867,26.0139,28.85055,31.97366,38.3559,19.44264,38.05348,30.05624,19.26839,30.93659,11.08384,25.07241,12.68155,16.74358,30.59906,30.28961,36.39751,20.92612,15.24635,30.74457,25.97538,21.72781,33.6459,42.2191,34.17044,24.88799,18.86872,20.80358,26.07672,30.08584,36.08826,13.62016
"ZHX1-C8orf76",0.93371,2.04638,2.09428,2.0523,1.66538,1.59884,2.12475,1.94691,3.47217,2.68368,1.55394,2.1547,2.31525,1.17105,1.88089,2.3637,3.54395,1.61873,3.17262,1.71234,2.98649,1.9903,1.91544,1.95853,2.24133,1.28255,1.96689,2.63301,2.31866,2.25972,1.66018,2.28041,3.17603,2.1012,0.73901,1.37061,3.95678,1.07118,2.17888,2.48386,1.65368,1.61693,1.40311,0.89513,3.05928,0.7555,1.11403,1.17802,1.58907,1.82035,2.60459,3.03391,1.66366,2.56088,2.17422,0.83161,1.61569,1.93184,0.9562,1.28171,2.56126,2.59382,1.81116,1.92762,2.58684,2.77668,2.21091,2.09273,3.53982,1.77438,2.64806,1.8125,2.20378,1.67944,2.36639,2.81544,2.02316,1.502,1.34861,1.2865,1.11227,2.96216,1.63116,2.27822,1.57629
"ZHX2",14.265,19.38217,18.08697,13.00677,17.30801,16.50981,17.8327,15.57531,17.73169,14.54381,18.35953,20.87368,13.0162,17.36642,12.68304,17.92475,17.64589,17.71352,15.08214,24.67529,19.73681,19.94199,17.13445,18.04643,17.97736,18.368,14.97515,16.71753,16.37859,14.55528,17.66149,17.33971,11.67292,15.16963,17.10292,13.11871,14.08911,16.80412,15.98545,16.24364,15.61069,16.30992,16.75478,18.57403,17.27594,15.26115,20.22974,18.78285,18.08108,17.27929,13.30006,16.89151,17.46839,16.7587,16.60081,14.90505,17.43245,19.59944,22.31123,17.76713,16.20074,19.26839,15.762,17.93762,18.40633,15.12668,13.10367,19.96574,17.81979,16.60637,14.14451,18.44488,15.20971,13.60348,17.15636,18.11917,17.48314,15.77097,13.97651,21.65614,18.9086,16.60752,17.70111,18.22572,13.05368
"ZHX3",13.27942,21.77936,22.19938,19.24362,24.74272,17.06593,22.84104,17.49401,20.39481,22.68142,23.02135,19.21277,21.79719,18.16373,19.30928,20.74806,28.57306,18.36101,21.67143,14.92811,23.7188,20.05907,18.00511,17.27701,21.57283,26.7962,20.85346,17.01009,28.90919,20.07166,17.90875,19.87828,16.41634,21.11449,25.17929,15.82078,16.93651,16.87107,22.10308,24.75972,16.07372,18.48926,24.26554,17.85793,26.69372,17.301,20.28038,26.30907,20.7009,20.33187,22.22218,19.55643,20.3158,20.97663,24.19779,25.14028,21.37247,21.07467,28.43088,22.23101,21.10726,14.45129,25.64995,23.45276,27.26127,21.799,13.45418,22.79375,26.58889,19.70015,20.79694,19.22675,18.6057,14.61115,21.27066,21.46424,29.20218,24.55766,16.42853,22.51381,21.58629,22.92032,24.22575,22.65009,17.63478
"ZIC1",3.00862,2.95264,2.97007,3.57153,3.86605,3.75381,3.26301,2.90626,3.91041,3.46281,2.30213,2.51382,2.71053,2.04311,1.60479,5.12136,5.31592,4.0237,2.76587,2.19531,3.93871,2.4586,3.27366,2.02847,2.68493,3.61863,3.24089,2.7166,3.60132,2.32619,2.68455,3.78634,2.55732,3.38242,2.90327,2.54542,2.51459,2.87879,3.56163,2.83869,3.2412,2.24964,3.87918,2.64065,4.19901,2.79536,3.19017,2.81415,2.66277,3.1366,2.49376,2.70592,2.81542,3.31408,4.06707,2.43087,2.74951,2.73971,4.07977,2.96119,2.93156,3.33491,3.62232,1.98117,2.98481,2.65235,0.78191,3.61985,2.81577,2.59332,2.58347,2.52329,2.02314,1.62346,3.09245,2.56456,4.46622,3.52969,2.49289,2.28712,2.71888,4.41896,3.68521,4.09418,1.77333
"ZIC2",0.98558,0.58468,0.60925,0.87956,0.59478,1.07748,0.53119,0.62076,0.77534,0.99556,0.74819,0.58357,0.84704,0.64781,0.79377,0.59093,1.25515,0.73999,0.63452,0.65859,0.90893,0.66343,0.62687,0.41968,0.58368,0.50386,0.93874,1.00305,1.08533,0.73109,0.49452,1.24777,0.61871,1.43497,1.00295,0.58741,0.44375,0.60254,0.83803,0.82795,0.46303,0.56241,1.12799,0.67135,1.07975,1.13325,0.88616,0.65445,0.55832,0.5321,1.10834,0.81998,0.67186,0.82852,1.02316,1.21543,0.76533,0.70249,1.08369,1.10492,0.81775,0.96342,0.73425,0.42836,0.59696,0.8703,0.32355,0.45248,1.12631,0.86444,1.22715,0.39093,0.6503,0.44785,0.72605,0.80839,1.10701,0.9763,0.613,1.00061,0.8239,1.01976,0.84579,0.69337,0.56648
"ZIC3",1.03745,0.90626,1.67542,1.86572,2.08172,1.70312,1.51768,0.64897,1.78665,0.8657,1.84171,1.93025,1.58114,1.56971,0.51768,1.96975,2.58413,0.92499,1.78968,0.96594,0.95221,0.93661,1.25374,1.11916,1.61096,0.96191,1.1399,1.50458,0.83866,1.82772,0.81243,0.94658,1.03118,1.58871,0.84459,1.29229,0.77657,1.07118,1.52941,1.97132,1.38909,0.70301,1.59569,1.43221,1.91955,1.13325,1.747,1.37435,0.68717,1.5683,1.33001,1.43496,1.11977,1.28044,1.50916,1.79117,1.2472,1.65085,1.59366,1.14912,0.84861,0.8152,1.71326,1.49926,1.39291,0.62164,0.53925,1.69681,1.16653,1.36491,1.55008,0.78186,1.37285,1.28757,1.1832,1.36591,2.21402,1.7273,0.93994,0.50031,1.07108,1.40824,0.96661,1.15562,0.93592
"ZIC4",2.38615,2.54336,2.01813,3.06512,2.91441,3.37148,2.8077,1.97513,4.24751,2.68368,2.76256,2.37915,3.95286,2.3421,1.57028,3.08595,3.83927,2.21997,2.00119,3.42468,2.03428,2.57568,2.75126,2.658,2.45146,3.57283,2.86093,2.59122,4.29198,2.39265,2.93181,2.36646,2.39233,2.40869,3.06163,1.91886,2.73647,2.54405,2.91216,2.16845,1.38909,2.24964,3.08134,1.74551,2.81934,2.49316,1.46849,2.29059,2.44803,2.43646,2.21668,3.4439,2.8794,2.67386,2.78812,3.19851,2.72116,2.49384,3.63354,1.81207,2.06752,2.00095,2.69227,2.2489,1.74114,2.56946,1.07849,2.43209,3.3387,2.63882,2.26054,2.02574,2.13153,2.18328,3.5227,2.62031,3.96997,3.15419,2.08422,1.50092,2.26574,3.69056,2.53736,2.4433,2.19203
"ZIC5",0.93371,1.2863,1.40888,1.22605,1.6059,1.3903,1.82121,1.12865,1.41584,1.81798,1.61149,1.43647,1.69408,1.17105,1.06986,1.77278,2.14113,0.69374,1.1877,1.93187,1.94771,1.13174,1.07961,0.83937,1.70435,1.74061,1.83278,1.00305,1.72666,1.79449,1.20098,1.41988,1.19617,1.53746,1.00295,1.56641,1.40521,2.07541,1.82272,1.22222,1.25679,1.12482,1.70574,1.16367,2.21948,0.7555,1.16467,1.17802,1.54613,1.37226,1.33001,2.09094,1.37572,1.61938,1.50916,1.59925,1.559,1.51035,1.01994,1.4143,1.08005,1.25986,1.32166,1.49926,0.99494,1.69916,0.51228,1.24432,1.60901,2.09286,1.22715,1.38603,1.11995,1.00767,1.42521,1.47741,1.87047,2.7036,1.26688,0.57178,1.52422,1.9424,1.38951,1.74993,1.05907
"ZIK1",4.14982,10.40732,5.97822,9.9683,6.60202,7.29907,6.14659,6.26398,6.16901,7.79133,9.3812,8.61881,7.22808,7.62428,4.71084,7.22243,9.67202,5.68868,5.33651,3.5125,8.91619,10.06856,6.58214,6.71495,7.82132,9.89398,7.77814,5.18244,7.5973,9.96937,3.92085,9.68098,5.15589,6.25235,11.24358,6.34398,5.58387,5.222,10.16113,7.60928,7.07773,5.90532,8.91387,9.30939,6.71842,6.19512,9.03882,4.25395,5.84092,6.63726,8.8667,10.4547,6.46266,9.9799,6.24129,5.82129,9.60911,8.32449,5.86467,9.19294,5.63169,6.07695,6.26564,5.30097,9.89962,3.89564,4.44878,11.42516,5.67176,8.28043,6.13574,3.12746,5.67203,4.59048,6.1849,6.27202,10.00127,8.93689,5.68051,4.57423,6.13809,6.5556,4.83307,8.32044,3.96536
"ZIM2",0.36311,1.02319,0.87579,1.03948,1.0706,0.62563,1.06237,0.62076,1.38213,1.25527,1.49639,0.8529,0.87528,0.79731,0.32786,0.98488,1.47664,1.06374,0.42302,1.00984,0.95221,0.58538,0.76617,1.25905,0.81715,0.64128,0.73758,1.21202,0.74,0.79755,0.9184,1.16172,0.65995,0.56374,0.73901,0.74405,0.59167,0.33474,0.94279,0.94623,0.85991,0.35151,0.99043,0.67135,1.37968,1.511,0.8102,0.98168,0.55832,0.56011,0.9975,1.02497,1.08777,0.90384,1.17664,1.08749,0.87871,0.31612,1.14743,0.70715,0.75603,1.11164,0.93006,0.32127,0.79595,0.95319,0.2157,0.45248,0.68383,0.90994,1.29174,0.42647,0.57804,0.8957,0.48404,0.83627,1.2597,0.9012,0.93994,0.92914,0.94749,1.50536,0.96661,0.79242,0.665
"ZIM2-AS1",2.23053,3.9466,3.69355,2.85189,2.73597,3.16293,3.41477,2.7934,3.2362,3.2031,2.82012,1.25691,3.02111,2.98991,1.12163,2.62634,4.50376,2.08122,1.5131,3.38078,2.42382,3.00496,3.51744,2.58805,2.87171,3.61863,3.48675,2.34045,2.36799,3.88805,2.57858,2.71067,3.21727,2.81868,2.74491,2.62374,2.44063,2.94574,4.0435,2.91755,1.98441,3.58537,4.3744,2.6854,2.87932,3.24866,3.39272,2.8796,2.92046,4.22881,2.66001,5.94483,2.78342,2.93748,4.14381,3.26248,3.06131,3.3017,4.07977,2.29824,3.44073,2.22328,3.76917,1.60635,3.63152,1.65772,1.05153,2.14929,3.01689,3.68525,2.4543,1.91912,3.68501,2.01533,3.8185,3.40083,4.31353,3.30439,2.69722,2.43006,2.84247,4.22472,2.29571,3.66496,2.68462
"ZIM3",0.62247,0.38004,0.57117,0.90621,0.35687,0.59088,0.75884,0.50789,0.70792,0.47614,0.80575,0.40401,0.95998,0.77239,0.50042,0.65658,0.81215,0.46249,0.27659,1.05375,0.47611,0.74148,0.45274,0.41968,0.65372,0.50386,0.71523,0.75229,0.83866,0.49847,0.81243,0.51632,0.98993,0.71748,0.68623,0.27412,0.77657,1.07118,1.08944,0.82795,0,0.77332,0.82536,0.58184,1.31969,0.9066,0.8102,0.19634,0.30064,0.56011,0.665,0.98397,0.51189,0.79086,0.71621,0.76764,0.51022,0.77274,0.31873,0.83974,0.74061,0.44466,0.3916,0.26773,0.59696,0.62164,0.64709,0.33936,0.6436,0.77345,0.64587,0.31985,0.90319,0.27991,0.69916,0.72477,0.80163,0.9012,0.77647,0.57178,0.45315,0.9712,0.96661,0.59432,0.44333
"ZKSCAN1",139.01889,253.54683,240.8042,181.93482,244.69123,187.75994,223.32615,231.90853,239.41149,190.36811,211.39354,201.64426,181.15388,255.61277,145.77728,189.2276,220.24142,183.4251,152.25315,141.24626,209.01114,225.02062,184.5088,159.68991,211.54917,206.53689,174.06941,215.53082,175.3298,215.87002,140.62077,203.34357,153.02668,170.09464,242.55523,160.5574,223.05906,271.47692,252.41512,223.66543,159.14971,153.1164,185.95326,231.16838,197.41358,186.98683,218.37482,178.5352,186.13635,205.05504,204.82086,284.9827,182.23431,230.89352,215.58029,205.72811,196.80244,209.86857,227.19204,187.08523,226.76414,183.42021,232.66075,160.15346,227.1938,109.86529,100.43449,233.70667,182.98466,294.72887,230.38105,132.73918,261.38302,184.40277,205.6881,184.75975,302.29031,241.8967,153.90504,154.30893,186.24353,214.73232,238.08898,274.40941,137.28528
"ZKSCAN2",7.21031,11.89825,11.4995,8.10258,10.58703,9.00219,9.18194,9.87565,14.2258,10.2153,10.82003,11.08774,8.27277,10.06605,7.73061,9.38916,11.37016,8.55614,11.4377,6.84937,8.95948,9.0539,8.91549,6.92479,9.38558,10.26043,8.53807,10.11411,7.84396,11.23215,9.57253,11.22993,7.42448,9.01978,12.40489,9.82925,10.50212,11.38128,12.0467,10.92109,8.46682,13.07606,10.09688,11.50247,10.73747,9.97263,11.29219,9.22781,10.99467,8.82168,9.42087,12.62763,9.08612,11.93822,11.33152,9.72347,11.19645,12.53943,10.00818,9.67911,11.58739,8.81899,11.30752,7.7105,10.04886,8.62014,7.145,11.0858,11.10217,10.96475,7.75041,6.39707,10.72989,8.17329,9.46558,10.11886,11.75722,9.31238,9.11334,7.57608,9.4749,9.85768,10.14944,12.08445,8.76813
"ZKSCAN3",7.83278,11.60591,7.88211,9.24866,9.04061,10.01016,9.25783,7.64658,8.89955,8.26746,9.03588,7.90058,8.35747,8.96974,6.62624,8.79823,11.37016,7.07616,7.175,6.01515,7.87741,9.24903,9.40305,10.21232,9.73579,10.44365,8.35927,8.52594,8.28796,8.90597,9.07801,10.02519,7.54822,8.4048,10.87408,8.02787,7.76565,8.63638,10.53825,9.1469,7.7392,6.25682,11.30741,7.87718,9.17784,7.70612,9.08946,8.76969,7.94537,7.11335,7.42586,10.65969,7.10253,8.96308,9.18288,8.76392,9.9776,9.7646,10.96437,9.54652,8.10037,8.44845,9.93691,7.87113,11.09354,8.08138,6.84842,10.12427,8.2864,10.73727,9.55884,5.68628,10.04347,8.17329,6.69582,7.80518,12.17712,10.43888,6.29351,9.14847,7.62111,7.62392,9.24324,10.3015,5.51703
"ZKSCAN4",6.2766,8.56557,7.42518,6.29016,7.67262,5.76974,8.11957,6.32042,6.91064,5.80021,7.25173,8.6637,5.47753,6.92664,4.83163,6.56584,6.12807,6.38242,6.70317,4.2589,5.45359,6.36114,6.40801,9.09316,7.63454,8.24499,6.74999,6.60343,7.10396,6.44686,5.19248,6.49701,6.18706,7.78981,7.28457,5.63909,5.84273,6.36013,8.0032,7.60928,4.96103,7.45195,6.76794,7.0268,5.63867,5.96847,6.58289,6.28276,6.1845,6.52524,8.64504,7.66678,5.40688,6.7788,6.9575,6.84481,6.63283,7.13026,8.09579,7.77864,5.92484,5.33586,7.29359,5.24742,6.66608,4.7245,5.50031,6.90034,8.08528,7.41599,5.42529,4.15809,6.93649,6.3259,6.34624,6.16052,7.7109,6.38349,4.3319,6.64693,5.89091,6.07,5.79968,6.70258,5.51703
