"","GSM3346551","GSM3346553","GSM3346555","GSM3346557","GSM3346559","GSM3346561","GSM3346563","GSM3346565","GSM3346567","GSM3346569","GSM3346571","GSM3346573","GSM3346575","GSM3346577","GSM3346578","GSM3346580","GSM3346582","GSM3346584","GSM3346586","GSM3346588","GSM3346591","GSM3346593","GSM3346595","GSM3346601","GSM3346603","GSM3346605","GSM3346607","GSM3346609","GSM3346611","GSM3346613","GSM3346615","GSM3346617","GSM3346619","GSM3346621","GSM3346623","GSM3346625","GSM3346626","GSM3346628","GSM3346630","GSM3346632","GSM3346634","GSM3346636","GSM3346638","GSM3346640","GSM3346642","GSM3346644","GSM3346646","GSM3346648","GSM3346650"
"PIH1D3",30.61775,62.19841,47.30777,59.48938,44.56804,45.94462,60.87819,51.20369,24.87286,54.04367,43.3163,66.70598,44.96022,36.27259,10.63734,28.87077,47.96914,28.46572,25.74114,30.72173,15.84077,11.4415,28.35573,33.26602,10.02011,12.76044,32.79683,25.59641,30.46023,13.78539,52.9281,42.1207,17.32002,44.29148,33.26498,32.46637,32.17267,7.20776,35.92416,17.98739,29.78814,5.80381,14.34165,36.07272,25.6831,30.17402,14.10162,17.37329,38.97041
"PIK3AP1",59.02279,28.82482,20.60677,22.78428,96.59937,24.77058,24.42852,10.47562,307.38621,20.83192,85.23679,16.47875,33.45482,80.58675,210.13339,15.06301,18.37935,40.10665,33.24548,21.77235,13.17808,58.57169,47.27431,22.36529,18.13374,41.51395,65.55194,65.88627,30.79727,38.16425,19.19898,87.59615,57.37515,59.95102,14.63308,14.74914,38.88122,93.78464,12.51006,9.70815,21.9875,58.13021,42.58502,67.60961,68.90156,13.9735,13.13188,179.82248,26.37221
"PIK3C2A",45.33485,44.91309,36.20387,52.86786,51.50202,62.76228,45.23621,56.18313,44.25757,49.71819,52.80773,39.02168,54.64004,41.36273,59.00975,62.63269,57.15881,70.89146,83.47004,22.88546,57.36073,53.68705,67.96513,79.93868,51.34199,62.05825,74.231,69.37863,59.10885,71.93383,72.25798,64.77559,63.94767,71.25554,62.39931,75.66354,66.99096,61.60117,40.02374,40.68177,63.04798,60.47937,44.91664,50.40767,57.78697,63.27375,65.41696,55.38855,53.83627
"PIK3C2B",36.38109,34.76216,28.14709,34.98455,29.64145,49.8451,38.3325,30.86314,40.02818,31.7202,31.91727,23.24602,32.9029,34.94659,36.90975,53.67279,28.48318,52.79345,67.2875,17.8097,39.26344,70.27723,64.50928,63.71288,41.80959,59.12335,59.16782,34.58284,52.15735,66.05885,46.7757,44.06728,71.42959,51.33364,34.84694,34.38421,59.57377,64.19931,29.1197,54.6346,49.67547,62.09154,58.02649,36.37226,72.97543,48.73258,62.62896,130.34444,40.14624
"PIK3C2G",2.7273,2.20256,2.0142,4.84883,3.54639,2.83671,3.0415,2.81855,2.56785,3.13225,3.02423,2.90026,3.39643,1.75375,1.32967,2.64036,1.82831,1.40964,2.05426,0.97953,2.48217,2.59634,2.12668,1.06501,2.1725,2.04167,2.42012,0.55367,2.56995,2.22047,1.70173,1.90516,1.94282,2.54815,1.71378,1.2329,2.36216,1.80194,4.05732,1.72309,2.4002,1.65823,1.27579,3.55164,2.43547,2.7947,1.89907,2.8657,2.85559
"PIK3C3",48.57673,52.38265,43.22773,43.79586,50.54926,54.96132,45.09138,45.80147,45.36527,43.40398,48.43423,41.04308,50.69169,41.66215,59.0556,58.78036,52.39558,64.84363,67.62289,25.02262,51.89995,51.53077,66.63596,68.91265,49.87888,60.44193,63.92462,59.62559,54.01108,75.81964,65.66924,58.14894,54.85362,61.52624,60.99313,51.91879,65.47918,58.91921,34.48719,41.94256,57.6904,55.5968,56.66271,51.2207,54.51016,57.59702,59.63893,53.50794,44.80757
"PIK3CA",30.36046,31.60196,31.50408,31.90841,29.80025,34.04056,37.029,32.64823,31.368,32.41626,33.31307,31.85892,34.38884,31.99516,36.35954,35.53658,28.9162,40.42496,41.12713,17.40898,33.93806,34.36851,37.70425,47.80032,32.01116,37.72835,43.81256,36.15866,34.42048,41.21739,36.17262,40.29837,40.22048,39.00986,37.43959,32.69468,38.78673,39.43313,28.57027,24.12328,31.37398,41.5479,30.92693,31.57968,38.25896,33.88573,37.21373,56.55274,34.56104
"PIK3CB",31.44108,33.94817,27.9405,33.36828,34.24646,32.6222,38.57389,31.145,33.53304,32.21739,45.54957,29.74964,35.11058,32.9362,58.13859,47.52639,34.20868,63.2521,55.00386,17.09731,60.51986,38.63707,63.40163,53.18804,56.44072,45.34208,44.06292,63.20312,37.74878,64.94862,44.68126,57.69335,48.6118,44.61579,45.52513,40.09209,50.36133,38.25977,23.54089,35.09223,41.87483,49.65481,42.40905,35.47365,41.2258,39.43147,56.72972,34.29881,31.95741
"PIK3CD",54.49445,50.32373,43.38267,52.24221,79.07916,49.99707,67.29912,31.61476,86.2494,44.5475,58.67008,45.65713,35.62004,72.8446,136.17634,23.84977,26.60675,49.47396,61.66973,33.39318,22.42981,87.13144,60.83189,29.63244,39.63708,59.33602,59.79372,53.91857,51.23048,64.02342,29.58388,60.63393,42.1633,76.76881,35.06665,25.25162,63.92015,51.71146,26.24577,20.2148,31.63114,69.78389,54.15513,36.84296,66.11184,29.56268,22.10196,144.44904,33.72116
"PIK3CD-AS1",1.13208,0.81399,1.18786,1.19917,0.26466,0.96246,0.67589,1.1744,0.8056,1.04408,0.93053,1.27436,1.14629,0.21387,1.23797,0.60598,0.81793,0.36378,0.54501,0.26715,0.31591,0.88012,0.57598,0.31324,0.66505,0.68056,0.83453,0.21295,1.01113,0.50886,0.61088,0.41417,0.4547,1.06559,0.83492,0.22831,0.37795,0.50287,0.84527,0.33621,0.85721,0.46062,0.30795,1.49768,0.75278,0.96068,0.44446,1.02986,0.50393
"PIK3CD-AS2",0.82333,2.68138,1.44609,2.45048,0.8469,1.72229,2.22077,1.69113,0.65455,1.6407,0.37221,2.68054,1.14629,0.85549,0.73361,2.16423,0.91416,1.45512,1.67695,0.80144,1.26365,0.7481,1.46209,1.94208,1.15276,1.1059,2.04459,1.2351,1.17965,0.55512,2.44351,2.31933,1.36411,0.4633,1.71378,2.28315,0.80314,0.62858,1.31018,1.59701,2.01445,0.73699,0.83586,1.75443,1.28415,1.48468,0.96974,2.8657,1.09184
"PIK3CG",7.87314,5.02759,4.18333,3.75393,11.85658,6.48392,5.35883,3.33529,13.29238,5.27013,6.51373,3.29575,4.45781,14.37216,23.33797,3.37619,3.65662,8.95806,9.47475,5.52101,7.04034,19.09851,10.45617,4.19741,6.0298,10.80384,21.86456,8.94384,7.37281,13.04523,7.33052,13.00482,8.34999,14.45496,4.87769,2.96809,12.70844,11.60784,4.52222,2.98389,5.14328,12.20642,10.9982,5.90514,15.18845,4.89072,6.82858,60.58262,3.27553
"PIK3IP1",104.61493,108.11702,103.44701,74.088,79.44968,133.37617,93.70703,92.11967,77.58921,61.15337,61.04294,67.05753,85.20789,73.74286,112.42572,120.02795,94.44676,156.92523,136.54541,51.47002,142.65718,136.76996,223.21273,226.22144,127.20223,177.88047,142.41169,93.0585,94.75111,247.90572,179.9468,187.28596,118.55327,142.78906,172.9164,88.12953,144.84788,180.02628,68.97438,156.0028,146.02615,163.10545,210.59349,87.59296,97.68434,200.51971,213.38294,153.35956,100.70154
"PIK3IP1-AS1",0.77188,0.67034,0.56811,0.67779,0.8469,0.35459,0.53105,0.51673,0.55385,0.94465,0.23263,0.39549,0.3821,0.34219,0.3668,0.82241,0.52925,0.63661,0.79655,0.35619,0.49643,0.66009,1.10765,0.62648,0.57638,0.46788,0.83453,0.17036,0.63195,1.15649,1.17812,0.7455,0.57871,0.69495,0.79098,0.18265,0.99211,0.58668,0.54943,0.37824,1.02866,0.9673,0.92385,0.68465,0.53137,1.17901,1.01014,0.49254,0.62991
"PIK3R1",44.71735,34.1397,30.83268,49.37462,42.66252,47.66691,51.56059,44.25127,49.54431,34.30555,50.24876,41.48251,43.60165,56.59037,50.84834,85.31377,48.78707,50.51983,81.16424,29.78672,62.86664,113.44689,54.98353,51.3086,61.09609,82.1772,58.75056,65.11966,77.6462,75.8659,69.55267,49.94844,53.73754,66.39089,55.98361,105.57278,89.24255,58.70969,44.96859,38.87462,74.14888,100.4151,59.74221,56.99747,95.24887,55.98133,59.43691,68.68717,39.6843
"PIK3R2",41.9386,37.92236,32.02054,43.11807,31.91749,47.1097,42.0016,41.38574,24.77216,31.91908,42.94408,29.31021,49.75767,24.42411,51.9029,43.67407,27.56902,40.47043,50.18264,22.66284,38.81214,45.678,36.77383,61.58285,43.05102,49.42542,39.68166,68.82496,32.86166,54.49392,51.92451,50.32119,29.34896,34.23787,44.64627,64.06514,37.84186,39.05598,33.85323,41.31217,45.64657,23.30736,39.90146,46.81324,20.7236,29.56268,28.84973,14.50759,41.74201
"PIK3R3",70.29218,87.86304,85.42254,79.77104,88.81849,97.56267,104.61779,87.56301,66.61293,71.79306,111.43129,65.43163,81.34446,62.79265,157.49687,250.18447,124.85448,191.8935,237.37186,35.53034,138.36979,153.58016,196.98369,217.38809,142.89745,193.66087,138.15561,212.13932,128.20259,183.651,175.14705,218.38984,147.65422,163.22059,138.28917,178.03991,150.37534,166.32316,61.28239,174.32641,165.5706,169.18563,163.65318,83.57061,187.0881,181.00048,212.13036,81.2246,72.94353
"PIK3R4",35.91797,33.03842,32.43371,31.96055,33.24077,38.44759,36.88417,35.98351,28.7498,31.57105,34.56929,28.95866,36.00214,29.47148,33.3334,44.53976,31.99546,45.06314,44.22948,17.54255,32.99032,36.87684,39.03343,42.60055,32.80922,38.57905,38.59678,38.54368,36.44274,47.36993,39.96878,38.39321,38.07098,37.57363,38.49422,41.05101,43.27484,35.87116,26.87972,30.72146,39.81752,39.19874,29.25521,38.9825,36.26631,37.42278,42.58769,36.58241,33.51119
"PIK3R5",23.15628,9.52847,9.7611,10.53186,41.60389,13.22111,8.93138,6.38872,100.29702,10.24195,30.66105,5.75658,13.07625,42.56041,61.30228,4.97772,4.71512,16.05175,11.27747,12.55584,9.70303,25.34733,24.23528,5.01183,13.83308,13.18578,9.59704,15.2897,9.64785,16.46845,5.62879,15.77973,15.79057,15.93752,11.82071,3.19641,16.67688,35.36829,5.28296,6.17791,6.51482,21.64913,21.68845,35.13132,9.21049,6.28807,6.90939,18.62703,9.0287
"PIK3R6",3.13896,4.59665,3.09876,5.26593,4.49915,1.92491,5.55194,2.58367,6.04199,5.27013,4.04782,3.9549,1.86804,5.13291,2.52178,0.51941,1.0585,1.54606,3.10235,4.85314,3.97147,3.47646,1.77223,0.75177,5.45342,1.74393,2.50358,2.64056,3.07551,2.6368,0.78541,2.02941,2.72821,4.12337,1.75773,1.55254,4.25189,2.38862,6.08597,0.96661,1.11438,4.32983,4.35529,1.66884,2.65687,1.87769,1.25258,2.59704,1.97372
"PIKFYVE",40.85797,31.41044,24.42857,36.02731,44.40925,44.3743,36.01517,38.37928,60.16814,32.16767,49.7835,35.19861,34.04919,51.41469,53.09502,42.28897,26.26996,50.29247,55.71657,20.43663,47.25152,49.85855,48.91363,39.59345,49.43551,50.44625,57.16496,45.99688,45.03732,58.98111,40.66693,48.41603,48.19844,47.30293,43.63557,37.03267,57.58955,54.64485,31.52873,27.61149,40.58901,63.93402,38.75765,39.36762,59.24825,44.23486,53.05279,100.29939,37.37463
"PILRA",21.92128,5.17123,5.836,6.10014,26.67731,5.57212,6.22782,4.03992,72.65492,7.01026,24.2869,3.42758,10.23174,30.11309,34.75477,3.50605,1.97265,8.36692,1.92849,6.36697,3.24939,8.14107,9.25992,2.31797,5.45342,4.42362,2.16977,6.09033,3.15977,4.34841,2.48714,4.92858,4.91905,5.65226,6.94302,2.69412,4.67708,12.69738,4.73354,3.27808,6.12907,4.69832,12.14201,22.16568,3.67534,2.9257,2.788,7.11947,9.32266
"PILRB",48.26798,55.11191,53.24706,104.328,68.65172,64.53522,57.25736,48.62002,52.01146,64.38505,113.80415,57.12634,37.61544,35.88762,57.63423,39.90832,28.57941,22.59978,34.62896,23.64237,31.41075,53.46702,24.27959,15.47402,34.00631,55.89071,22.90771,24.53167,44.0262,37.97921,20.7698,11.18249,44.97418,83.67198,45.83273,31.91841,32.07818,45.17419,62.04313,36.26897,86.96421,32.61188,47.77617,79.03478,36.44343,35.98176,26.95066,94.25456,38.88642
"PIM1",29.43421,29.87822,22.82755,47.34124,32.92318,20.11027,39.44288,16.62946,66.36118,16.65559,34.47624,34.89101,21.22768,60.39729,80.51369,45.23231,23.14258,40.15212,29.30465,26.22478,47.88335,67.85691,37.34981,28.63007,66.54951,58.74054,33.75654,23.04103,92.89738,47.09237,23.78055,30.44122,65.55979,38.87087,26.67351,19.31544,42.23549,91.39602,28.1899,63.03993,42.90349,95.34828,65.32929,36.24389,53.80167,38.16512,72.16473,105.22481,28.76587
"PIM2",34.63151,50.99408,44.8804,64.5989,58.70066,42.24676,68.69917,34.90307,146.31684,46.03904,75.74536,56.24747,39.52593,87.17399,99.7251,39.25905,35.79643,37.83303,36.01244,36.02011,35.3371,67.19682,56.26839,27.43976,46.55362,48.40458,38.22125,51.74649,63.44828,31.13278,37.56891,42.94904,51.25734,53.83546,28.87067,16.71265,50.31409,61.26593,46.27877,28.03175,44.06072,68.35597,44.30074,39.79553,59.55822,33.62373,27.2739,115.25475,46.90727
"PIM3",91.33867,74.74343,58.87648,85.81904,77.70295,79.63059,91.53453,55.61942,311.3135,40.76891,118.41028,66.96964,69.71169,140.59906,163.68671,138.72685,69.33152,109.77036,143.08551,50.57954,185.48592,295.23476,168.00768,84.01079,241.01475,165.3327,64.13325,75.6819,207.91318,182.49451,90.58428,108.92571,217.67836,64.35237,87.27115,65.11539,166.24908,324.89379,86.34477,198.53374,143.66882,302.39685,271.43552,103.89629,102.77668,79.95461,173.42162,163.65816,126.31787
"PIMREG",1.80104,4.35724,2.06584,4.27531,3.70518,2.78606,3.57255,3.24133,2.92029,3.03281,3.72213,2.46083,2.58978,2.30981,2.52178,2.85678,2.06888,4.09252,3.56351,1.4693,3.42991,3.0364,2.83557,2.8818,3.94597,2.76476,2.96256,3.62012,4.76073,2.6368,4.2325,3.02341,2.31485,2.68714,3.20785,2.23749,4.53535,2.38862,1.98639,3.19402,4.0289,2.3031,2.77155,2.8242,3.63106,2.88203,4.04058,2.91047,2.85559
"PIN1",42.40172,65.59802,54.0734,62.04414,56.31876,38.65022,65.07835,45.98937,43.90512,48.97241,59.36798,57.17028,49.5454,40.84944,45.25456,52.50411,46.91064,40.65232,58.98661,35.97559,34.70527,46.16206,56.71145,56.75897,37.68627,55.72057,45.81542,58.94415,43.85767,42.65144,64.18568,59.68135,41.7086,62.0822,48.51327,42.05559,48.94403,39.55885,34.27587,47.27994,56.57603,38.13931,46.3684,46.42812,38.61321,36.41843,37.61778,44.06009,50.98068
"PIN1P1",0.15438,0.28729,0.10329,0,0.10586,0.20262,0.19311,0.14093,0.1007,0.14915,0.04653,0.26366,0.04246,0.04277,0,0,0.09623,0.04547,0.04192,0,0.09026,0,0.08861,0.06265,0.08867,0.1276,0.08345,0.04259,0.16852,0,0.04363,0.04142,0.12401,0.09266,0,0.18265,0.18897,0.04191,0.08453,0.08405,0.12858,0,0,0.42791,0.08856,0.08733,0.08081,0.04478,0.12598
"PIN4",11.06356,14.02936,13.78949,12.14814,11.75072,11.90406,15.64198,14.09276,11.47978,13.62278,12.7483,12.21625,13.03379,11.76293,12.60892,12.11966,13.76046,13.55077,14.37982,8.86032,11.77903,9.81329,15.1969,18.04259,12.0596,13.61113,13.47758,19.59126,11.16454,13.41531,15.53372,13.04624,10.91285,16.63247,13.2269,14.38383,10.9132,13.28406,10.69272,12.98622,16.41562,12.29855,15.48546,12.15261,12.4873,11.65914,13.21269,10.16427,11.63233
"PINCR",1.13208,0.67034,0.87798,2.08552,1.58793,1.62098,1.01383,1.92601,1.4098,0.99436,1.30275,1.0107,1.10384,0.98381,0.59606,1.42839,0.57736,1.90984,1.55118,0.66786,1.08313,1.14415,0.7532,0.62648,0.57638,0.89323,0.7928,0.29813,0.80048,0.6939,0.87268,0.57983,0.95074,1.3899,0.96675,0.50229,0.80314,0.83811,0.63396,0.92459,0.98579,0.78305,0.52791,1.06977,0.97419,0.69867,0.84852,1.65673,1.13384
"PINK1",40.4463,50.89831,48.44398,40.4069,37.95164,44.62758,47.89148,37.67464,36.20159,37.1892,38.29142,39.59295,41.94589,27.58941,54.74564,65.87902,41.28137,61.70604,66.78442,23.28618,41.06866,38.19701,68.54111,74.48831,59.81032,58.01745,46.48304,65.80109,43.18359,66.05885,84.03917,55.49827,39.2284,43.92084,60.8613,55.43484,51.11722,48.2333,31.52873,81.1534,70.50573,43.11401,56.22279,42.49136,37.94899,62.22574,70.46768,34.43314,44.34563
"PINK1-AS",7.20418,6.0331,6.09423,8.39421,6.08708,8.66211,6.85543,5.40222,3.97764,5.51872,7.1651,3.47152,6.70795,4.36298,5.59378,8.61362,4.95569,6.45708,7.2528,1.95907,4.51304,7.92104,6.15851,9.33453,4.47802,8.16668,9.76394,5.66443,7.87837,7.91041,9.90493,6.91658,6.7792,7.36647,8.74469,5.7992,6.80303,5.40582,3.3811,6.17791,9.12931,5.75775,4.8832,6.63259,8.0149,7.86009,6.18208,7.79111,6.76103
"PINLYP",11.47522,30.40492,17.81788,28.62372,15.66762,15.8552,15.88336,13.24719,6.59584,15.66123,10.00323,37.48367,10.69875,16.89584,4.12656,13.28834,16.4067,10.77696,6.3724,10.55224,7.31112,5.85277,9.65867,6.39008,5.5421,6.63543,10.8071,7.92169,8.63672,7.67911,18.67537,4.55583,8.43266,11.39718,7.25062,11.32442,8.59828,4.98676,10.81951,9.11978,12.42958,3.2704,6.24698,18.35729,10.22896,10.30546,7.27304,6.76125,16.50363
"PINX1",6.22647,4.26148,5.42283,4.37959,4.34036,5.06556,5.16571,4.93247,6.84759,5.61816,5.25751,5.09743,6.11357,4.44853,6.41909,4.71801,3.60851,6.82086,5.19854,3.16122,4.64843,4.40058,5.27239,4.76124,4.92138,6.63543,4.84025,6.00515,5.26629,4.16337,4.31977,3.93458,5.12573,4.12337,4.26249,5.43389,4.81881,4.02293,4.73354,5.33738,5.05755,4.42195,5.85104,5.39165,5.62371,4.49772,5.29316,8.015,5.66919
"PIP",13.79085,11.34798,27.01088,1.56414,13.86796,13.32242,3.95877,21.89075,13.79588,25.55515,12.70177,7.73403,12.52433,11.8057,2.20083,7.44494,2.06888,9.68562,4.7793,11.08654,3.83608,4.00453,12.76008,4.88653,3.28092,1.91407,8.4287,2.38502,2.65421,3.7933,9.86129,2.7335,3.59628,2.36283,7.25062,1.41555,3.40152,2.01147,10.0165,14.3731,3.98604,1.3358,6.29097,22.20847,3.80818,18.20922,11.96011,3.08958,31.83143
"PIP4K2A",32.67609,23.41418,17.97282,19.70814,38.74561,22.74436,25.58718,16.62946,40.68273,19.29066,29.03262,23.33391,19.10491,46.19622,47.40954,24.0229,17.27274,28.92044,30.85583,22.0395,25.90485,43.60973,26.31766,17.04022,35.02606,38.62158,49.1118,35.47722,35.76865,34.41722,18.36993,44.8542,28.06753,39.98279,26.98111,31.96408,36.84975,31.76441,16.22927,18.70184,23.23046,37.72476,33.83046,27.60013,41.27008,23.53661,20.9706,110.15023,20.66103
"PIP4K2B",54.75174,54.68098,48.85714,51.61656,47.42632,58.15262,53.20204,62.57186,39.27294,49.41988,49.22518,51.23792,54.17304,39.35234,46.67594,55.0579,45.41912,47.9279,55.92618,29.29694,44.22778,48.58238,43.06526,45.98354,46.2876,52.99834,49.7377,48.46708,50.5564,52.27346,46.42662,42.65912,39.26974,49.48044,46.05244,64.47612,46.2984,41.23506,46.91272,43.87578,56.0617,42.74552,40.82532,58.36678,52.16326,52.8373,47.35558,54.98556,55.51602
"PIP4K2C",47.80486,57.17083,52.83389,48.54041,49.17305,60.33081,65.12662,54.67991,51.55831,52.55212,55.13406,47.01937,48.90857,40.76389,64.37427,73.71352,52.87671,81.71389,78.85844,28.00575,72.02811,73.70968,95.30182,96.03918,71.33788,70.65028,78.65398,72.57286,62.47928,95.3875,91.84966,95.67239,70.56152,65.88126,85.51342,62.1473,84.99065,69.10227,42.09466,68.96568,87.04993,76.555,64.18548,54.77234,67.26315,82.53098,85.90269,53.01539,45.64745
"PIP4P1",38.13068,38.35329,33.62157,37.85214,34.1406,36.77596,42.29127,34.52726,54.68,31.47161,38.57058,38.75802,31.03486,33.70613,35.67178,45.2756,34.06434,35.96866,35.09012,22.84094,43.5057,44.04978,47.62876,36.39841,46.2876,38.23877,40.51619,29.89797,38.46499,45.14946,45.51031,47.8362,43.81676,39.47316,44.20683,30.4572,40.86543,49.07141,31.69779,43.32944,46.07517,49.74693,47.07229,39.36762,39.32171,46.11255,45.09285,66.26924,37.54261
"PIP4P2",2.77875,2.25044,1.65267,3.024,2.75242,3.24196,1.97939,3.42924,3.47414,2.88365,1.72149,1.88956,2.92942,3.89246,7.19855,6.40611,2.40567,4.31988,4.15044,1.06858,2.66269,2.55234,4.03183,3.13239,3.90164,2.84983,4.88197,3.40718,2.94912,4.25589,5.62879,4.88716,2.9349,3.33576,5.44895,5.15992,3.82671,2.01147,1.90187,3.53024,5.229,4.09952,3.25547,2.69583,3.98531,4.41039,2.99003,8.1941,2.0577
"PIP5K1A",36.53547,38.54482,36.51375,43.63945,37.73992,43.96905,46.49143,35.37283,51.10516,33.06259,49.55086,38.45042,38.54946,45.42629,46.63008,60.25204,43.44647,47.51865,52.78191,23.55332,70.44855,65.65662,47.9389,39.15492,73.46605,61.16502,41.47589,41.43978,63.23763,57.68584,40.36149,51.43944,60.06203,39.28784,39.63674,31.09648,60.09345,64.70218,38.58677,53.8361,60.0906,88.16262,52.13146,44.75927,65.31478,48.68891,72.0031,67.83642,47.66316
"PIP5K1B",22.79607,34.6664,22.31109,23.25352,21.9135,28.16451,23.31813,30.20548,17.97492,21.27938,18.98287,20.60942,19.4021,18.82068,28.84004,26.36027,24.34542,27.8291,32.70047,11.66535,26.53667,22.92701,58.35077,25.49768,20.08456,21.35246,31.71195,26.78892,22.32908,20.21549,32.11466,46.38662,24.88461,31.78238,28.65095,25.5256,24.09407,25.22715,18.21566,20.34088,24.30198,23.67585,38.4497,31.15177,22.18488,26.89899,21.05141,22.74647,26.66617
"PIP5K1C",30.82358,27.38837,25.20326,27.58097,27.89472,33.63531,29.06318,24.99116,30.5624,20.63305,32.56864,24.82798,27.29879,26.56283,44.06245,34.58432,18.76426,28.05647,48.25415,18.52208,35.24684,43.4337,41.95761,40.53317,40.08045,42.70492,31.25296,43.22855,33.24083,47.87879,34.55816,36.52946,38.64969,33.63558,28.69489,41.9186,33.35375,43.87512,25.94992,40.13542,41.06048,40.02785,36.42603,32.77782,30.77544,31.0037,41.2543,23.01513,30.73959
"PIP5KL1",2.52146,4.83606,3.66687,5.10952,2.80535,4.45769,4.00705,5.21432,2.26575,4.17633,2.7916,5.18531,3.56625,2.9942,2.24668,3.11648,3.60851,2.36456,3.06043,1.42478,3.20426,2.42032,3.19002,3.82152,2.43852,3.40278,2.50358,2.51279,3.83386,2.54428,4.84338,2.69208,2.39752,3.05778,3.51545,2.42014,2.69287,2.17909,3.88826,3.53024,4.45751,2.16491,2.68356,4.96374,2.03694,3.36237,2.54556,2.41793,3.40151
"PIPOX",3.9623,4.50089,2.22078,3.64966,3.49346,2.53278,2.99322,2.16089,1.25875,3.03281,2.0937,3.07603,2.67469,2.73755,1.42137,2.64036,2.21322,2.00079,3.64736,1.06858,1.39904,2.68435,3.14571,1.94208,1.81781,1.61632,2.50358,1.10733,3.11764,2.68306,3.31619,3.27191,2.06683,2.91879,2.32899,1.5982,3.73222,1.25717,1.52149,2.18538,2.05731,1.65823,2.24363,1.71164,2.08122,1.61569,1.49501,2.1045,2.39366
"PIPSL",0.87479,1.5801,1.13621,1.77269,1.00569,2.33016,1.40005,1.08044,0.85595,0.89493,1.02359,1.36224,1.44348,0.89826,1.19212,1.47167,0.76982,1.22775,1.09002,0.31167,1.21852,0.92412,0.97473,1.06501,1.46311,1.06337,1.25179,1.36287,1.30604,0.74016,1.35266,1.44958,1.07475,0.97293,1.01069,1.09591,1.27557,1.55051,1.09886,1.30283,1.32868,1.84248,1.01183,1.06977,1.23987,1.96502,1.57583,2.01494,0.79789
"PIR",17.13565,28.72906,27.9405,33.42041,17.25556,23.80813,34.80823,22.17261,13.99728,19.39009,22.37931,32.51807,25.81285,19.89004,14.07614,31.81411,29.15677,23.09998,34.1678,16.47397,29.74093,22.17891,20.60221,37.33813,18.75446,21.18232,24.3264,34.66802,21.73925,19.61411,39.35791,32.3878,24.80194,25.29618,29.48587,39.04184,27.02315,19.36037,17.41265,29.88093,37.88879,22.06369,28.11139,21.6094,24.66463,16.68086,27.59715,17.37329,19.14925
"PIRT",1.28646,0.71823,1.08457,1.66841,1.85259,1.16508,1.06211,0.98649,0.8056,0.84521,1.67496,1.53802,1.27366,0.98381,0.2751,1.77466,0.67359,1.22775,1.21579,0.62334,1.17339,0.66009,1.37348,0.93972,0.75373,0.72309,1.08488,0.29813,1.13752,0.83267,1.74536,0.91117,1.19876,1.43623,1.6259,0.22831,0.56692,1.13145,0.71848,0.58837,0.98579,0.69093,0.83586,1.45489,0.79706,1.52835,1.01014,1.29852,1.13384
"PISD",27.32441,33.85241,28.87013,27.32028,32.81732,28.5191,28.96662,23.1591,52.86741,22.12459,34.10402,21.57618,25.60058,31.52465,52.91162,26.8364,24.9709,34.60449,30.26889,17.31993,28.6578,51.0467,51.57198,23.93148,40.52382,35.81429,27.83141,28.79064,29.49123,39.50578,31.54741,50.48686,38.19499,39.14885,32.64978,26.02789,48.84955,51.71146,21.8926,25.13192,28.37373,39.42905,52.30743,31.62247,33.56515,28.209,29.17297,49.5676,26.12025
"PISRT1",0.10292,0,0.05165,0.15641,0.05293,0,0.14483,0.09395,0,0.49718,0,0.35155,0.04246,0.12832,0,0.08657,0,0,0.08385,0.04452,0.18052,0.04401,0.08861,0,0.04434,0.04253,0.08345,0.04259,0.08426,0.04626,0.04363,0.04142,0.04134,0.27798,0.04394,0.04566,0.04724,0.16762,0.12679,0,0.08572,0.18425,0.08799,0.25675,0.17712,0.131,0,0.17911,0.16798
