"","GSM3346551","GSM3346553","GSM3346555","GSM3346557","GSM3346559","GSM3346561","GSM3346563","GSM3346565","GSM3346567","GSM3346569","GSM3346571","GSM3346573","GSM3346575","GSM3346577","GSM3346578","GSM3346580","GSM3346582","GSM3346584","GSM3346586","GSM3346588","GSM3346591","GSM3346593","GSM3346595","GSM3346601","GSM3346603","GSM3346605","GSM3346607","GSM3346609","GSM3346611","GSM3346613","GSM3346615","GSM3346617","GSM3346619","GSM3346621","GSM3346623","GSM3346625","GSM3346626","GSM3346628","GSM3346630","GSM3346632","GSM3346634","GSM3346636","GSM3346638","GSM3346640","GSM3346642","GSM3346644","GSM3346646","GSM3346648","GSM3346650"
"PHYHD1",22.6417,27.5799,22.56932,22.31503,15.61469,22.13649,24.52507,36.68815,18.22667,18.5946,14.88852,32.43018,21.10031,22.4565,24.85104,34.58432,35.21907,23.14545,21.04569,12.46679,25.99511,23.85113,14.75384,24.24472,33.3856,23.98962,23.70051,32.36818,33.11444,21.32572,35.29994,20.87398,20.04823,23.48931,31.99063,53.19736,27.4011,20.70135,18.6383,43.74971,35.4886,19.29997,13.54978,34.3183,30.864,37.64111,28.12242,16.79119,34.51904
"PHYHIP",2.05834,1.5801,1.85926,2.29407,1.79966,2.22885,1.738,4.32178,1.96365,1.39211,2.60549,1.80168,2.54732,1.58265,2.15498,1.86123,1.39529,1.40964,1.50925,0.80144,1.94061,2.64035,1.90515,0.50118,2.12817,2.50955,1.71078,1.19251,2.48569,1.52657,1.09085,1.11825,2.06683,2.17751,1.6259,1.14157,1.22833,2.22099,2.02866,1.72309,2.27161,2.16491,1.71572,3.55164,2.70115,1.44102,1.57583,2.19405,2.47764
"PHYHIPL",0.87479,1.00552,0.77469,1.40772,1.16449,1.26639,0.96555,0.79859,2.56785,1.54126,0.93053,1.23041,0.89156,1.06936,0.91701,1.51496,0.28868,0.77303,1.80272,1.02406,1.39904,0.7481,3.54447,0.62648,1.10842,0.8507,1.16834,0.55367,0.84261,1.20275,1.09085,2.02941,1.94282,1.3899,1.45012,0.91326,1.03935,1.38288,0.80301,1.97525,1.15724,1.3358,0.70388,0.85582,0.92991,1.87769,0.92933,1.29852,1.21783
"PHYKPL",43.27652,37.49142,41.73,54.74483,40.65113,41.94283,44.70515,51.29764,39.37363,39.57568,40.66428,46.79965,38.04,38.28298,27.78548,32.11711,32.95773,29.96631,38.10862,22.12855,34.66014,55.27126,32.91923,23.05441,31.16876,39.132,35.7594,21.20967,40.19234,36.4989,26.92221,21.16389,40.67518,50.82401,30.62839,29.86358,28.53494,47.68853,39.26299,31.30983,38.1031,36.84958,29.95909,48.65324,38.8789,38.68913,20.52614,54.89601,42.20394
"PI15",2.62438,2.87291,4.69979,2.55476,2.69949,3.84983,2.89666,2.77158,2.36645,3.13225,2.46591,3.73518,2.58978,1.96762,0.87116,2.46722,2.16511,1.86437,2.3058,1.4693,4.69356,4.22455,1.41779,1.19031,2.03949,1.65886,2.3784,1.02215,2.06439,1.98917,1.65809,0.86975,2.43886,1.76054,4.83375,1.05025,2.31492,1.67622,1.94413,1.59701,1.58584,2.25704,1.62773,2.8242,2.1255,2.57636,3.95977,3.22391,1.84773
"PI16",0.72042,1.38857,1.29115,1.35559,2.80535,0.9118,2.1725,0.61069,1.2084,1.49155,1.81454,2.19717,0.84911,1.28323,0.91701,1.55824,0.67359,0.77303,2.55734,0.48977,0.49643,1.32017,0.93042,0.75177,0.88674,1.44618,1.16834,0.63885,1.01113,1.38779,1.26539,1.69808,1.11609,1.66788,0.52732,0.3653,1.748,0.7543,0.67622,0.42027,0.64291,1.38186,1.45176,1.15535,0.79706,0.74234,0.60609,1.3433,0.54592
"PI3",42.50464,39.83763,13.89278,5.83945,22.81333,50.80756,17.52481,11.41514,183.17298,8.00463,20.05298,4.74588,36.8937,26.69115,302.52239,89.12281,84.53538,333.54001,272.96506,8.41508,196.0013,312.74906,368.35861,229.29118,224.65448,223.73296,56.7477,129.0468,109.62312,233.61147,109.17238,153.20008,282.9488,182.77186,115.70238,93.15245,240.9407,342.99699,8.57953,352.14103,118.93824,241.7793,697.90164,34.10434,104.28224,204.75543,327.97374,86.86644,15.91572
"PI4K2A",36.07234,26.62226,28.09544,26.64248,37.58113,28.41779,28.33901,25.78975,36.70509,23.31783,37.17478,21.13674,28.44509,31.05413,37.2307,32.50667,20.78502,37.15095,31.40083,17.89874,35.7884,38.76909,38.10301,32.82748,36.44484,32.66671,30.54362,28.57769,26.71063,46.12092,31.85285,38.31037,37.74029,29.32689,31.19965,28.26538,38.88122,42.28271,19.61036,31.7301,33.68845,42.37702,34.00643,36.41505,32.90094,36.94244,38.74915,34.1197,21.33294
"PI4K2B",38.13067,49.17457,40.23226,29.97931,35.56975,47.21101,40.36016,32.93008,38.46734,39.27737,46.15442,29.61781,41.01187,38.66795,58.78049,45.49202,40.3672,59.61431,52.32075,22.2176,47.2064,47.70226,48.20474,58.32516,43.40571,53.04087,48.90316,54.9833,37.20108,60.87776,42.15049,55.41544,49.19052,47.34926,38.53817,35.61712,59.19582,58.37444,28.0631,34.54588,32.61694,57.25504,52.57139,39.79553,38.12612,41.09082,51.59819,46.20937,35.10696
"PI4KA",89.02304,76.89811,86.19723,101.04331,94.74678,98.62644,99.30724,79.62409,98.93758,80.6429,95.75181,77.4721,73.87231,80.75784,104.90622,101.84845,72.7957,77.84874,107.95347,49.24381,81.9568,109.61839,103.58701,85.63963,96.12215,105.35866,91.21358,104.00406,87.3783,119.30376,88.48984,87.67899,88.37758,125.04467,84.89822,98.99731,97.36839,110.88211,62.84614,74.93346,91.33599,94.70342,85.17004,97.81998,94.14184,92.70543,83.80159,114.22489,79.83054
"PI4KAP1",12.09272,6.99074,4.23497,6.4651,16.51452,5.77474,7.48304,3.61714,8.60983,7.70632,10.74765,5.53686,6.32585,16.08313,3.85145,5.67027,5.62928,2.41004,11.23555,2.7605,2.70782,7.613,4.74072,2.25532,16.40461,6.29515,17.90056,4.51451,7.03577,22.48221,6.93781,2.60925,7.44058,21.86776,18.36825,11.23309,4.62984,17.93558,5.66334,35.26033,10.32941,12.34461,5.54309,8.64376,5.35803,32.70672,2.8284,24.62708,3.82145
"PI4KAP2",21.50961,17.38108,14.71912,13.71228,14.82073,17.93208,16.80064,11.46211,13.39308,13.17532,14.88852,13.22694,14.73201,17.58023,5.50207,14.02418,6.97645,13.96002,17.5241,6.54506,13.22321,22.44295,13.95633,10.58749,11.92659,14.16408,16.64877,4.42933,16.85213,11.37989,10.29763,8.28332,11.78092,17.88338,11.02974,9.72621,16.20444,16.63651,9.5516,14.96148,11.40093,16.81262,10.03036,18.48567,10.49465,23.75495,7.7175,22.56736,13.60605
"PI4KB",82.89949,88.38974,84.5962,93.11835,90.08884,94.06743,88.05853,85.82491,77.68991,70.99757,90.40125,86.7002,77.3112,67.07007,70.05975,94.01396,69.2353,71.11882,89.17166,42.74327,68.05663,85.41521,79.83909,85.26374,80.73728,96.80917,75.60797,85.39236,83.92362,89.97511,86.56994,82.75041,78.74616,84.69124,83.84358,82.51298,81.96708,77.14813,63.52236,83.88513,100.42245,93.64399,75.22767,93.62647,85.41845,100.78386,79.76101,82.97088,81.97223
"PIANP",0.66896,0.62246,0.72304,1.04276,0.47638,0.86115,1.06211,1.26835,0.6042,1.0938,0.83748,1.0107,0.80665,0.59884,0.3668,0.77912,0.76982,0.54567,1.09002,0.22262,0.54156,0.48406,0.97473,0.37589,0.57638,0.68056,0.87625,0.21295,0.63195,1.29527,0.82905,0.57983,1.07475,1.52889,1.18647,0.54796,0.51968,0.67049,0.4649,0.54635,0.55719,0.64487,0.57191,0.68465,1.06275,0.87334,0.52528,0.89553,0.7139
"PIAS1",47.23881,46.34955,40.64543,40.71972,48.69667,50.70625,42.33955,48.62002,55.5863,41.71356,45.92179,34.84707,54.00321,47.26558,74.78236,53.80265,48.49839,58.25014,53.07537,21.6833,50.81682,47.79027,65.17386,54.87953,50.1449,62.05825,61.71312,54.00375,57.55003,64.48602,54.62982,55.49827,53.44818,60.27533,51.58929,62.92357,53.57387,53.01053,38.84035,45.89307,53.6615,60.15694,47.16027,60.89144,59.64678,59.73671,55.8812,73.9708,46.94926
"PIAS2",26.86129,26.95743,24.22199,31.07421,28.5299,32.97679,28.82179,28.27947,20.54276,26.49979,29.63747,27.11304,27.7658,23.01256,30.81162,40.73072,31.65867,31.69426,37.85708,13.13465,34.43449,25.8754,29.37476,28.88067,34.05065,35.17627,35.21696,31.30343,31.21857,34.3247,34.07819,20.91539,30.2997,30.06817,30.49656,21.96389,30.2357,27.40623,22.86467,28.83026,38.78887,27.22263,26.74762,29.99642,30.28835,36.06909,37.65819,31.0749,24.48249
"PIAS3",97.20492,136.17574,125.18999,122.36773,86.38366,119.49654,133.24647,131.5794,65.55559,118.97562,95.89139,114.47239,115.35119,62.96374,87.02448,154.69884,111.23837,112.08945,121.49481,60.59749,110.25355,97.91285,124.89811,112.13968,106.31961,100.16942,120.50541,89.94946,126.60164,128.64822,153.5482,124.16703,110.57532,109.8021,125.72143,113.97477,110.87997,93.99417,97.96729,103.84777,155.28405,96.45377,74.03987,111.85539,117.52232,135.14993,104.89341,70.29913,102.3813
"PIAS4",15.5919,20.06246,19.41891,20.69876,18.94936,21.37666,24.71818,16.39458,18.07562,16.05897,19.49466,16.69847,15.4962,14.11551,20.17427,18.09293,16.88783,18.68915,22.09378,9.43914,15.38946,23.27906,20.5579,18.79436,16.67063,22.20316,15.8977,26.57598,18.62161,20.86312,17.01728,17.06365,21.66036,24.32325,16.03926,19.86339,18.33039,23.04806,13.27081,16.72659,18.13004,21.64913,20.98456,17.62985,17.4468,15.58918,16.28353,15.94044,17.34351
"PIBF1",32.00713,46.15802,39.35428,48.22759,41.33924,33.43269,54.11931,41.90247,35.34564,44.14975,48.71339,37.04423,42.87991,37.34195,49.74792,48.08909,46.62196,45.06314,41.92368,21.10449,28.52241,24.59923,37.48273,53.18804,21.59201,37.51568,43.93774,64.56599,41.28772,33.90836,52.09905,39.75996,28.1502,56.84691,39.63674,38.7222,45.07008,35.20067,27.47141,21.93789,46.76094,32.84219,33.43452,42.36298,35.115,42.83751,38.58752,37.88093,34.43506
"PICALM",111.04723,98.78008,88.62459,98.17573,134.60395,126.68964,112.77672,87.46906,160.51552,87.00683,120.27135,80.32842,107.28468,160.70298,252.31596,136.60591,104.74305,172.34037,154.90798,67.32065,155.29369,139.49831,188.25544,169.33718,139.79388,133.55922,132.35567,156.94306,121.29322,148.21607,137.4036,168.89698,158.44306,143.29869,143.21081,119.63698,160.57989,156.72679,70.74946,110.61406,133.8966,145.78614,158.72599,133.37921,124.51875,147.50775,166.47182,129.4489,93.98251
"PICART1",1.59521,2.34621,1.65267,2.13766,1.79966,1.8236,1.97939,2.81855,1.25875,1.6407,1.07011,1.66985,1.44348,1.19768,0.2751,1.6881,0.91416,1.09134,1.21579,0.75691,0.81235,1.10014,0.7975,0.75177,1.15276,0.59549,1.33524,0.38331,1.43243,0.87893,1.09085,0.70408,1.15742,0.9266,1.09858,1.14157,0.51968,0.46096,1.31018,1.17675,1.71443,0.46062,0.43993,1.58326,0.92991,1.96502,0.40406,1.11941,1.59577
"PICK1",29.53712,37.73083,32.33042,37.22648,28.31817,32.36892,40.64983,30.01758,34.08689,28.63768,36.61646,36.51691,32.26607,23.44031,36.8639,42.37554,27.18412,36.92358,40.03711,17.67612,38.36084,44.22581,42.53359,34.51897,44.33678,39.94016,31.04433,38.20296,38.63351,41.63373,42.97953,28.86738,39.6831,35.44245,39.37309,27.53477,36.94424,40.27124,25.61181,43.20336,48.30393,41.9164,39.10959,31.4941,32.9895,37.99045,36.00155,31.38834,30.94956
"PICSAR",0.10292,0.09576,0.41317,0.20855,0.10586,0.15197,0.04828,0.37581,0.2014,0.29831,0.27916,0.21972,0.25473,0.25665,0,0.30299,0.14434,0.18189,0.16769,0.04452,0.13539,0,0.08861,0,0.17735,0.1276,0.20863,0.04259,0.33704,0.04626,0.1309,0,0.28936,0.13899,0.13183,0.04566,0.18897,0.04191,0.21132,0,0.2143,0,0,0.29954,0.04428,0.17467,0,0.04478,0.16798
"PID1",3.0875,2.48985,2.68559,2.86759,3.07001,3.34327,2.94494,3.899,4.33009,3.08253,3.25686,2.28505,4.28799,4.10633,7.2444,8.83004,4.52267,7.412,8.72012,2.35978,4.01661,6.02879,6.0699,12.09104,5.05439,7.99654,5.67477,8.64571,4.76073,6.89269,4.93065,5.21849,4.17499,5.37428,5.44895,9.8632,4.11016,3.89722,3.16978,4.20266,4.50037,5.98806,6.7309,6.41863,5.31374,5.80774,4.96991,4.43287,5.50121
"PIDD1",22.28149,24.08453,22.82755,28.62372,20.80195,20.16093,23.99402,25.97765,18.73017,18.14714,19.72729,26.76149,20.12384,17.66578,17.05643,33.28579,14.09725,13.91455,28.46618,11.62083,17.14955,31.11208,24.54543,17.04022,26.69074,29.51914,23.32497,15.03417,24.7305,27.6633,21.77339,13.9574,23.97521,17.69806,21.2685,17.76289,18.28315,27.8672,18.13113,34.67196,39.26033,23.39948,28.11139,23.44941,15.3213,25.6763,19.5564,35.14956,22.00484
"PIEZO1",51.81861,35.81556,39.19934,39.15559,62.35291,44.93151,36.64278,30.29943,54.62965,25.05797,55.04101,34.05609,48.22928,63.04929,53.09502,39.25905,24.00863,34.83185,58.14814,28.89623,71.03524,101.96139,62.29399,37.15018,64.02231,70.48014,37.09464,49.53183,49.5874,59.48997,27.22764,30.35838,83.16917,58.79277,36.7365,26.89549,56.8809,78.53102,31.48647,39.0007,39.98896,71.35,52.92333,61.61888,42.90849,18.29655,46.42624,55.56766,38.21451
"PIEZO2",14.35689,9.48059,12.3434,17.51834,10.6921,9.9285,5.60021,49.41861,5.13569,12.97645,9.21227,12.96328,17.70388,5.38956,2.93444,7.92107,7.02457,4.36535,4.82122,5.38743,3.83608,6.02879,3.85461,2.8818,3.32526,3.87067,7.13519,2.85351,6.78298,3.74704,5.8906,3.85175,5.29108,6.06923,5.14135,5.43389,6.23611,3.35244,18.46924,3.02592,5.74332,3.2704,2.85953,13.35076,5.80084,6.46274,4.04058,5.86572,10.4145
"PIF1",1.90396,1.34069,1.18786,2.24193,3.70518,2.22885,2.607,1.59718,3.32309,1.6407,1.90759,2.02139,1.35857,3.12252,3.07199,2.03437,1.15472,1.8189,2.43157,0.97953,2.12113,4.48859,2.34821,1.12766,2.66021,2.89237,3.63018,3.06646,3.3283,3.0994,1.17812,1.44958,2.1495,2.45549,1.6259,0.95892,2.22043,3.68769,1.56376,1.05067,1.92873,3.08615,2.02367,1.49768,2.43547,1.70302,1.85867,11.46279,1.55378
"PIFO",318.78481,686.38508,506.75089,591.60911,452.93197,418.31388,625.148,480.89193,248.42646,526.46589,412.41208,618.67823,496.0908,365.63456,147.22634,473.09969,566.53623,331.49375,393.03447,305.34724,175.5121,146.93529,417.58238,485.95949,122.5912,176.85963,473.75984,344.5933,358.82402,192.53286,683.87637,484.57446,270.25847,546.64769,480.78229,390.82934,362.16694,101.62098,340.98364,254.6813,457.62291,98.06594,153.7988,435.48291,298.36677,432.13045,183.8059,242.59916,419.26781
"PIGA",18.62794,24.61123,18.74751,60.48,20.43143,21.52863,43.25682,24.70931,49.89676,18.34601,55.50627,32.16652,19.10491,34.4333,23.75062,46.05472,29.73413,21.05372,26.66346,16.11777,40.66249,37.62494,25.56446,22.80382,64.55436,30.88025,24.49331,28.36474,93.36081,25.35031,21.94792,23.48322,37.45093,22.74803,22.49891,15.52541,36.28283,53.89055,37.02301,33.07495,30.43104,55.64286,33.12657,29.82525,33.56515,28.471,31.79935,46.43325,45.47947
"PIGB",8.79939,8.52295,8.26337,8.75917,8.9983,9.87784,9.7521,12.4486,9.71753,9.14815,8.70048,8.17346,9.76473,8.04156,8.75747,10.04201,8.03495,12.00471,9.5586,5.25386,8.39425,11.61753,10.50048,9.96101,10.77384,11.01651,10.8071,9.45491,10.74323,12.90646,11.17032,8.36616,8.9287,12.0458,12.12832,8.17367,11.00768,12.0688,6.1705,6.72426,11.91525,9.71908,9.32647,9.97028,10.93746,10.74213,10.66713,17.19418,9.57463
"PIGBOS1",6.32938,7.6132,7.43703,8.23779,7.03984,6.28129,8.35204,5.73106,6.24339,4.82266,6.65331,7.51431,6.45321,6.11672,8.94087,7.66136,6.39909,11.50452,6.03701,4.49695,6.04747,6.0728,9.21561,10.46219,5.36475,6.7205,7.21864,7.92169,6.06677,7.07773,10.99578,11.38957,7.39925,8.84903,7.25062,6.25583,8.22033,5.99249,4.81806,7.06047,8.0578,5.84987,8.44662,6.46142,7.70493,9.17011,7.79832,6.53737,5.29124
"PIGC",17.18711,23.03113,20.76171,23.14924,20.2197,25.22648,23.07674,19.82382,15.50777,17.20249,18.09886,19.64267,20.37857,17.15249,19.30311,21.77211,23.33504,23.14545,22.80648,10.73034,17.19468,19.84661,22.15291,25.81092,17.33568,20.84204,21.19694,23.21139,18.49521,23.87,23.43148,23.52464,19.42819,22.42372,22.89439,21.96389,21.30672,18.1032,14.20061,20.92926,21.85892,16.95081,22.74427,19.89776,20.76789,24.10429,21.05141,21.00019,19.06526
"PIGF",17.29002,19.44,17.24978,19.29103,17.36142,18.1347,24.23541,19.68289,14.04763,19.43981,17.54054,19.4669,18.08598,11.67738,18.01929,23.11393,22.51711,25.46454,25.36382,9.57271,17.60085,16.7662,18.12108,22.49058,16.13859,20.4167,20.90485,30.92013,15.25118,20.21549,22.73334,19.4244,15.12918,26.82507,20.65329,27.71742,21.54293,11.85927,15.84889,17.60915,21.55889,14.83196,17.33316,14.46332,19.48373,18.99523,17.61692,15.00013,20.1991
"PIGG",66.48426,66.41201,62.64664,75.70428,61.18843,80.89698,72.70622,71.07448,54.2772,58.36915,62.39222,57.30211,65.67843,44.44248,52.54481,87.43471,52.15501,68.29953,70.85101,34.28366,64.35594,80.53057,77.00352,64.90319,59.41129,65.5461,74.31445,54.21669,73.4753,78.9653,79.54486,55.04269,79.61423,82.09676,70.92429,55.25219,61.98318,69.52132,55.44999,65.01518,94.63626,76.00226,58.5544,75.01243,73.2854,87.24703,65.05331,75.67231,64.29277
"PIGH",22.79607,31.93714,21.69133,19.60386,25.03644,25.63173,27.2769,20.81031,27.6421,19.04207,21.54183,20.30182,25.30339,24.38134,57.45083,31.72755,23.9124,48.15526,35.13204,13.62442,27.98084,27.01955,65.4397,23.4303,40.2578,33.30474,32.4213,31.51638,33.87279,31.91919,35.12541,78.40166,37.74029,32.06036,24.95972,36.02808,43.60554,35.03305,17.53944,29.12445,29.91672,36.48108,40.73732,24.64755,24.93032,29.56268,30.58718,33.62716,21.33294
"PIGK",31.49254,33.70876,33.51828,27.68524,29.42973,35.96547,32.34606,33.96355,26.68545,35.69766,30.568,28.695,35.6625,27.11889,39.75249,35.83957,31.99546,47.79149,33.45509,19.81329,27.6198,23.93914,37.17258,47.86297,25.98135,33.64501,37.47017,44.6766,26.62637,39.18196,46.07755,44.56428,22.56977,32.8943,36.95621,33.83626,36.897,31.97394,27.17557,24.54354,31.80258,29.52572,26.30769,31.79363,27.05582,34.19141,33.65802,29.46295,34.26708
"PIGL",26.91274,28.68118,27.16581,40.77186,24.34834,27.05009,30.80118,30.86314,19.38472,27.39472,24.24038,30.3209,27.51107,19.03456,11.96701,37.22468,21.4105,25.82832,30.85583,11.84345,25.99511,27.89966,29.24184,18.85701,29.97167,29.68928,30.50189,9.96599,30.67088,32.47431,31.85285,12.2179,29.80366,31.22642,31.11177,12.51165,27.02315,20.57563,23.75221,24.20733,39.56036,28.18993,20.85258,29.65409,25.19601,45.3702,34.70857,35.28389,21.16496
"PIGM",13.68794,15.70522,15.08064,16.73628,13.49745,16.61503,16.4627,15.97179,12.53713,16.407,14.74894,13.05117,16.38777,10.3086,18.15685,18.91533,12.46139,22.82714,21.29723,7.83627,15.56999,15.40202,17.98816,17.04022,14.76415,16.97138,18.40128,20.48565,13.94514,21.14068,20.85707,14.74432,13.39305,17.97604,17.4015,16.8953,16.01547,14.24789,9.42481,12.73407,15.47269,11.7458,13.59377,14.80565,15.14417,16.37519,17.01083,9.85083,16.12568
"PIGN",25.52337,24.80275,22.67261,25.13048,24.40127,26.74615,23.70435,24.5214,24.47006,20.83192,25.21744,20.91703,29.71875,22.24263,36.31369,28.74091,27.66525,35.78677,39.03094,12.28869,31.04971,30.452,37.17258,48.17621,24.78426,30.45491,34.3407,55.06849,22.4976,28.86605,37.48164,23.89739,28.56357,32.47733,33.44076,40.54872,28.15699,35.82925,17.20133,22.69437,36.00293,28.23599,24.32801,23.23545,25.01888,27.90333,23.43535,34.7018,23.6846
"PIGO",58.148,64.87979,59.03142,57.82097,60.50032,62.86359,64.35418,60.41096,46.67437,55.33634,67.69625,50.05146,52.85691,37.04253,46.67593,55.66388,42.05118,53.7029,58.39968,33.12603,55.8263,65.74463,59.63564,58.88899,51.43067,55.42282,52.57508,60.43479,47.27023,56.02049,58.33872,48.45745,49.72789,50.4997,49.8755,41.82728,49.8889,58.0392,54.13982,42.9512,71.44866,62.04548,47.95214,56.78351,58.45119,60.17338,61.37638,47.64221,55.93597
"PIGP",19.2969,26.04768,24.48022,21.37655,22.7604,22.84567,28.67696,21.09216,19.58612,25.50543,20.79741,23.7294,22.33152,18.90623,28.15228,24.0229,25.59637,37.15095,25.36382,12.55584,20.9405,17.73433,20.91235,31.82512,15.91691,25.01045,26.24581,30.02574,17.52622,18.55014,29.75842,26.1753,22.19774,25.9448,24.95972,23.83607,22.1571,17.97748,15.93342,20.2148,25.50207,13.86465,17.77309,22.46522,24.13326,19.65023,24.4455,18.17927,22.63475
"PIGQ",88.457,127.0782,119.87044,122.00276,109.8851,92.04121,149.75744,86.15374,81.51651,105.40256,113.61804,122.2943,89.28361,60.31174,55.06659,79.34051,79.00233,50.51983,76.30109,59.48438,49.23726,77.23014,86.48497,68.22352,54.97761,66.94975,59.293,68.18612,86.19866,65.87381,96.78031,63.5331,68.74271,92.61367,68.41952,75.29823,70.34524,58.12301,73.53886,81.19543,96.05066,46.1541,59.8302,84.42643,47.07092,67.94614,49.73952,49.70193,87.97737
"PIGR",2335.02796,3515.28755,2397.20231,2667.63727,2395.0293,3130.16101,2902.21423,1584.44896,2100.54797,1822.07213,2315.30485,2070.30239,2036.4559,1865.81417,3839.3475,2517.34053,1766.96756,4281.95339,4979.65234,1035.94549,2543.77468,4047.38736,5175.89478,3568.9862,3376.77806,3422.0935,2449.70641,2987.88072,2362.9217,4276.10767,3378.23495,5221.76612,3377.36284,3583.3013,2734.84749,2113.92143,4110.49559,3779.04322,1237.77739,2464.86112,2341.81889,3119.08651,4066.25367,2291.28111,2428.55847,3064.60665,2546.69565,2232.0645,2851.47463
"PIGS",56.75862,62.43782,55.00303,52.55503,55.73652,66.56145,51.85026,54.39805,46.27157,43.05595,51.83067,43.10841,51.07379,34.86104,64.42012,60.12218,48.64273,62.06982,68.04213,28.76266,57.04482,54.8752,61.76232,75.80392,68.72201,72.81955,58.70883,71.5507,52.28374,74.61689,71.47256,62.91185,53.28283,51.65795,58.13682,62.46694,62.03042,60.51163,37.99508,59.13145,75.0061,57.43928,57.9825,51.94814,54.24448,67.5968,75.72044,51.53777,54.80213
"PIGT",110.89286,127.31761,128.65027,105.47504,135.29205,143.81123,116.0596,100.81021,106.08726,104.90538,130.08847,91.00665,102.23249,80.3301,112.93008,129.03112,87.56653,137.55399,121.57866,67.4097,103.75478,116.70332,178.55246,146.7213,113.28048,116.4177,99.51711,133.13542,100.94427,116.99078,143.59964,158.95699,97.5543,107.99523,111.22018,84.97878,117.39954,96.08944,78.90635,110.65608,153.61248,105.85041,120.27629,116.64797,111.32295,150.12778,141.58186,102.0009,132.61696
"PIGU",27.839,40.60374,33.05346,31.64772,26.99489,31.91302,30.80118,33.72867,21.04626,28.09078,29.63747,30.3209,31.41696,20.87385,24.94274,28.04836,31.12942,25.96474,28.17271,18.87828,21.07589,22.97102,30.52671,35.64663,19.41951,23.56427,25.57819,33.17738,22.03416,25.21154,37.78708,25.13989,22.11506,26.03746,30.936,35.84543,28.25148,26.52622,26.58388,31.05767,20.40166,24.8274,24.32801,34.44667,21.87492,29.51902,24.40509,18.94047,32.67131
"PIGV",28.86816,40.50797,37.54667,31.752,31.7587,37.13055,41.51883,30.86314,21.34836,31.96879,35.31371,26.10234,33.32745,21.00217,25.76805,26.57669,28.24261,29.87536,30.56236,12.06607,16.65312,19.09851,30.52671,31.26128,17.20267,26.24396,26.03718,40.1195,24.35133,21.78832,35.03814,25.59547,22.03239,35.6741,20.96089,31.23347,23.81061,18.31273,22.06166,24.87976,25.75924,13.91072,20.63262,29.73967,26.30304,26.94265,20.52614,17.37329,27.42206
"PIGW",5.5575,6.0331,5.88764,4.90096,6.77518,6.48392,6.66232,5.54316,6.44478,4.17632,9.02616,4.92166,7.2174,6.07394,19.62406,11.51368,7.79438,15.8244,13.08018,3.38384,10.38,12.49764,17.01344,11.5272,11.26154,13.01564,9.76394,19.16536,9.94276,15.54326,16.05732,14.82716,10.91286,8.8027,10.72214,11.78104,14.55092,11.06306,4.22638,7.64884,14.74406,9.67302,12.14202,7.10328,8.41342,10.39278,16.56638,9.94038,5.5432
"PIGX",16.31231,17.76413,16.9399,19.55172,20.85488,17.83077,16.60753,16.01877,18.22667,16.60587,15.726,16.65452,20.08138,15.27042,33.01245,24.06619,17.94633,25.28265,23.8965,10.68582,16.9239,15.88609,24.3239,28.37948,17.46869,18.5877,21.86456,35.30686,17.06278,25.16528,24.04236,25.22272,18.43611,19.31961,23.86114,22.14654,20.36185,18.27082,14.91909,14.91945,21.30173,14.46346,19.40082,17.45868,17.40251,18.29655,17.81895,16.56731,16.96556
"PIGY",1.69813,4.453,3.2537,1.98124,2.69949,2.2795,2.70355,3.05343,2.2154,2.88365,2.14023,2.50477,2.16522,3.07975,4.17241,3.20305,3.17549,3.41043,2.09618,1.78097,4.01661,2.2883,2.34821,3.13239,1.55179,3.87067,4.42298,4.77005,2.73847,2.4055,5.67243,3.60325,2.48019,3.61374,5.8005,5.25124,3.40152,3.26863,2.40903,2.6897,4.07176,3.68496,2.90352,2.43908,3.32109,4.06105,4.64666,3.6269,3.94743
"PIGZ",5.71188,5.79369,5.37119,8.86345,6.72226,6.68654,9.17276,8.69054,6.24339,7.45773,7.02552,9.35993,5.90129,4.14911,1.92573,6.75238,5.3406,7.09369,6.70779,3.25027,7.31112,5.67675,5.98129,5.38772,6.96087,6.03994,4.2978,2.51279,6.82511,5.45864,7.9414,2.89916,4.09232,6.11556,4.92164,3.15074,6.18887,3.22673,4.81806,7.14452,6.04335,2.62553,5.76306,4.36467,5.40231,6.94308,8.68724,3.31346,8.14683
"PIH1D1",35.60922,50.99408,40.43884,40.824,31.44111,41.03103,47.69837,37.25186,36.10089,36.69202,33.40612,42.97658,38.97401,34.04833,38.60622,44.40991,39.45305,37.06,37.43784,22.2176,35.96892,38.24102,38.23592,39.6561,35.24774,38.32384,41.55935,42.07863,36.35848,42.05007,45.20487,32.30496,37.90563,42.76259,38.09873,42.69487,37.32219,36.33212,30.5144,46.14523,44.10358,35.09922,44.25675,36.84296,37.68331,38.42712,41.61796,49.07506,39.18038
"PIH1D2",36.53547,73.30698,59.08306,68.92635,54.99548,49.94641,74.00972,56.93475,32.82814,69.95349,52.48204,65.6074,58.71575,40.72112,21.54979,39.04263,57.25504,33.37674,36.13821,32.68079,17.55572,13.94983,37.2612,43.28967,11.92659,18.11982,47.35929,34.66802,37.15895,21.4645,62.74576,48.49886,25.00862,58.00516,44.33866,32.74035,37.74738,11.48212,38.2064,22.82045,39.00317,10.08757,14.86956,45.01602,30.64259,40.95982,18.58666,20.5972,40.44019
